repetition, trial, tTest, response, mode_mean, mode_sd
16,4,-1.610000,1,-2.116555,0.884966
16,5,-1.790000,1,-2.280174,0.775375
16,6,-1.970000,1,-2.418984,0.682096
16,7,-2.140000,1,-2.540505,0.603220
16,8,-2.300000,1,-2.649285,0.536026
16,9,-2.460000,1,-2.749366,0.478432
16,10,-2.610000,0,-2.260834,0.430817
16,11,-2.440000,0,-2.071163,0.470955
16,12,-2.290000,0,-1.887624,0.536976
16,13,-2.150000,1,-1.970971,0.477900
16,14,-2.190000,1,-2.041524,0.420497
16,15,-2.220000,1,-2.100448,0.365945
16,16,-2.240000,1,-2.149290,0.314904
16,17,-2.260000,1,-2.189028,0.269271
16,18,-2.270000,0,-2.083511,0.351621
16,19,-2.220000,1,-2.127227,0.301390
16,20,-2.230000,1,-2.162766,0.255715
16,21,-2.240000,0,-2.069883,0.339864
16,22,-2.200000,1,-2.110131,0.290169
16,23,-2.210000,1,-2.142494,0.245624
16,24,-2.220000,1,-2.168280,0.207047
16,25,-2.230000,1,-2.188863,0.174562
16,26,-2.240000,0,-2.132194,0.236084
16,27,-2.210000,0,-2.058073,0.314563
16,28,-2.170000,1,-2.092872,0.266211
16,29,-2.180000,0,-2.007485,0.354374
16,30,-2.140000,1,-2.048288,0.301119
16,31,-2.150000,0,-1.950595,0.397183
16,32,-2.110000,1,-1.998050,0.339922
16,33,-2.120000,1,-2.035913,0.287591
16,34,-2.130000,1,-2.065620,0.241578
16,35,-2.140000,1,-2.088819,0.202351
16,36,-2.150000,1,-2.107044,0.169709
16,37,-2.150000,1,-2.121737,0.142150
16,38,-2.160000,1,-2.133575,0.120177
16,39,-2.160000,1,-2.143406,0.102317
16,40,-2.170000,0,-2.112259,0.138348
17,1,-1.000000,1,-1.356632,1.241629
17,2,-1.220000,1,-1.664935,1.134353
17,3,-1.420000,1,-1.915658,1.008054
17,4,-1.610000,1,-2.116555,0.884966
17,5,-1.790000,1,-2.280174,0.775375
17,6,-1.970000,1,-2.418984,0.682096
17,7,-2.140000,1,-2.540505,0.603220
17,8,-2.300000,1,-2.649285,0.536026
17,9,-2.460000,0,-2.084610,0.491536
17,10,-2.280000,1,-2.167687,0.442080
17,11,-2.330000,0,-1.975845,0.493705
17,12,-2.220000,1,-2.049774,0.439391
17,13,-2.250000,0,-1.893812,0.516947
17,14,-2.150000,0,-1.720246,0.595776
17,15,-2.030000,1,-1.810287,0.532325
17,16,-2.070000,1,-1.885843,0.470120
17,17,-2.090000,1,-1.949747,0.408417
17,18,-2.110000,1,-2.001971,0.350519
17,19,-2.130000,1,-2.043759,0.298661
17,20,-2.140000,0,-1.939310,0.392282
17,21,-2.090000,0,-1.807979,0.495312
17,22,-2.040000,0,-1.656687,0.591259
17,23,-1.970000,1,-1.738396,0.526731
17,24,-1.990000,1,-1.807640,0.461556
17,25,-2.000000,1,-1.865491,0.397094
17,26,-2.020000,1,-1.911116,0.338785
17,27,-2.030000,1,-1.947418,0.286189
17,28,-2.040000,1,-1.975984,0.240372
17,29,-2.040000,1,-1.998800,0.200221
17,30,-2.050000,1,-2.016739,0.167215
17,31,-2.060000,1,-2.031109,0.140591
17,32,-2.060000,0,-1.985727,0.197141
17,33,-2.040000,1,-2.002766,0.164765
17,34,-2.040000,1,-2.016529,0.137756
17,35,-2.050000,1,-2.027704,0.116447
17,36,-2.060000,0,-1.993763,0.158617
17,37,-2.030000,1,-2.006617,0.132608
17,38,-2.040000,1,-2.017062,0.112154
17,39,-2.040000,1,-2.025820,0.095735
17,40,-2.050000,1,-2.033291,0.083210
18,1,-1.000000,1,-1.356632,1.241629
18,2,-1.220000,1,-1.664935,1.134353
18,3,-1.420000,1,-1.915658,1.008054
18,4,-1.610000,1,-2.116555,0.884966
18,5,-1.790000,1,-2.280174,0.775375
18,6,-1.970000,1,-2.418984,0.682096
18,7,-2.140000,0,-1.663884,0.658234
18,8,-1.960000,1,-1.775482,0.596063
18,9,-2.010000,1,-1.871939,0.537823
18,10,-2.040000,1,-1.955850,0.484282
18,11,-2.070000,1,-2.028252,0.440210
18,12,-2.090000,1,-2.091456,0.406449
18,13,-2.110000,1,-2.147610,0.384528
18,14,-2.120000,0,-1.944645,0.366398
18,15,-2.070000,1,-1.988493,0.313331
18,16,-2.080000,1,-2.023926,0.267016
18,17,-2.090000,1,-2.052492,0.228593
18,18,-2.100000,1,-2.075770,0.198472
18,19,-2.110000,0,-2.003839,0.251658
18,20,-2.080000,1,-2.028839,0.211566
18,21,-2.090000,1,-2.048807,0.178198
18,22,-2.090000,0,-1.989316,0.246663
18,23,-2.060000,1,-2.013045,0.206137
18,24,-2.070000,1,-2.031760,0.172570
18,25,-2.080000,0,-1.980026,0.237096
18,26,-2.050000,1,-2.001905,0.198176
18,27,-2.050000,0,-1.939437,0.278194
18,28,-2.020000,0,-1.851030,0.380306
18,29,-1.990000,1,-1.892786,0.321806
18,30,-2.000000,1,-1.925308,0.270106
18,31,-2.010000,1,-1.950484,0.225824
18,32,-2.010000,1,-1.970380,0.187518
18,33,-2.020000,0,-1.916362,0.262116
18,34,-1.990000,1,-1.940480,0.217712
18,35,-2.000000,1,-1.959052,0.180995
18,36,-2.010000,0,-1.909429,0.251731
18,37,-1.980000,1,-1.931885,0.209005
18,38,-1.990000,0,-1.873476,0.290978
18,39,-1.960000,1,-1.900880,0.242039
18,40,-1.970000,0,-1.831939,0.334855
19,1,-1.000000,1,-1.356632,1.241629
19,2,-1.220000,1,-1.664935,1.134353
19,3,-1.420000,1,-1.915658,1.008054
19,4,-1.610000,1,-2.116555,0.884966
19,5,-1.790000,1,-2.280174,0.775375
19,6,-1.970000,1,-2.418984,0.682096
19,7,-2.140000,0,-1.663884,0.658234
19,8,-1.960000,1,-1.775482,0.596063
19,9,-2.010000,1,-1.871939,0.537823
19,10,-2.040000,1,-1.955850,0.484282
19,11,-2.070000,1,-2.028252,0.440210
19,12,-2.090000,1,-2.091456,0.406449
19,13,-2.110000,0,-1.891203,0.419149
19,14,-2.050000,1,-1.944079,0.360238
19,15,-2.060000,1,-1.987052,0.306620
19,16,-2.080000,1,-2.021072,0.261887
19,17,-2.090000,0,-1.929847,0.342483
19,18,-2.050000,1,-1.967731,0.289903
19,19,-2.060000,1,-1.997769,0.243883
19,20,-2.070000,1,-2.021559,0.204819
19,21,-2.070000,1,-2.040764,0.171395
19,22,-2.080000,1,-2.056209,0.144562
19,23,-2.090000,1,-2.068927,0.123489
19,24,-2.100000,0,-2.029343,0.164333
19,25,-2.070000,0,-1.978270,0.228514
19,26,-2.040000,1,-1.999141,0.190316
19,27,-2.050000,1,-2.015552,0.159079
19,28,-2.060000,1,-2.028718,0.133969
19,29,-2.060000,1,-2.039614,0.113391
19,30,-2.070000,1,-2.048733,0.097412
19,31,-2.070000,0,-2.018100,0.131656
19,32,-2.050000,1,-2.028514,0.111338
19,33,-2.060000,1,-2.037214,0.095567
19,34,-2.060000,0,-2.008396,0.129255
19,35,-2.040000,0,-1.971352,0.180776
19,36,-2.020000,1,-1.985909,0.150732
19,37,-2.020000,0,-1.942212,0.214181
19,38,-2.000000,1,-1.960183,0.177841
19,39,-2.010000,1,-1.974208,0.148414
19,40,-2.010000,1,-1.985532,0.124109
20,1,-1.000000,1,-1.356632,1.241629
20,2,-1.220000,1,-1.664935,1.134353
20,3,-1.420000,1,-1.915658,1.008054
20,4,-1.610000,1,-2.116555,0.884966
20,5,-1.790000,1,-2.280174,0.775375
20,6,-1.970000,1,-2.418984,0.682096
20,7,-2.140000,0,-1.663884,0.658234
20,8,-1.960000,1,-1.775482,0.596063
20,9,-2.010000,1,-1.871939,0.537823
20,10,-2.040000,1,-1.955850,0.484282
20,11,-2.070000,1,-2.028252,0.440210
20,12,-2.090000,1,-2.091456,0.406449
20,13,-2.110000,0,-1.891203,0.419149
20,14,-2.050000,0,-1.745772,0.522617
20,15,-1.990000,0,-1.580417,0.622231
20,16,-1.910000,0,-1.385358,0.711818
20,17,-1.810000,1,-1.494546,0.645976
20,18,-1.840000,1,-1.588635,0.575327
20,19,-1.860000,1,-1.667893,0.502652
20,20,-1.880000,1,-1.731944,0.432750
20,21,-1.890000,0,-1.585528,0.555400
20,22,-1.840000,1,-1.658998,0.482613
20,23,-1.850000,1,-1.718676,0.411770
20,24,-1.860000,1,-1.765561,0.346451
20,25,-1.870000,1,-1.801685,0.288794
20,26,-1.880000,1,-1.829356,0.239606
20,27,-1.890000,1,-1.850690,0.198738
20,28,-1.900000,1,-1.867407,0.165481
20,29,-1.900000,1,-1.880914,0.137990
20,30,-1.910000,1,-1.891945,0.116486
20,31,-1.920000,1,-1.901226,0.099884
20,32,-1.920000,1,-1.909249,0.086792
20,33,-1.930000,1,-1.916330,0.076978
20,34,-1.930000,1,-1.922682,0.069420
20,35,-1.940000,1,-1.928501,0.063843
20,36,-1.940000,1,-1.933867,0.059562
20,37,-1.950000,1,-1.938908,0.056377
20,38,-1.950000,1,-1.943643,0.053874
20,39,-1.950000,1,-1.948109,0.051876
20,40,-1.960000,1,-1.952402,0.050313
21,1,-1.000000,1,-1.356632,1.241629
21,2,-1.220000,1,-1.664935,1.134353
21,3,-1.420000,1,-1.915658,1.008054
21,4,-1.610000,1,-2.116555,0.884966
21,5,-1.790000,1,-2.280174,0.775375
21,6,-1.970000,0,-1.403571,0.754751
21,7,-1.780000,1,-1.538833,0.689456
21,8,-1.830000,1,-1.655753,0.623962
21,9,-1.870000,1,-1.755874,0.563714
21,10,-1.890000,1,-1.842199,0.509757
21,11,-1.920000,1,-1.916352,0.469650
21,12,-1.930000,1,-1.980952,0.440520
21,13,-1.950000,0,-1.750416,0.424981
21,14,-1.900000,1,-1.801413,0.363116
21,15,-1.910000,0,-1.674655,0.473907
21,16,-1.860000,1,-1.733166,0.404301
21,17,-1.870000,1,-1.779325,0.340287
21,18,-1.880000,1,-1.815088,0.283907
21,19,-1.890000,1,-1.842674,0.235940
21,20,-1.900000,1,-1.864117,0.196259
21,21,-1.910000,1,-1.881081,0.164204
21,22,-1.920000,1,-1.894834,0.138876
21,23,-1.920000,1,-1.906324,0.118630
21,24,-1.930000,1,-1.916105,0.103539
21,25,-1.940000,1,-1.924680,0.092700
21,26,-1.940000,1,-1.932347,0.084950
21,27,-1.950000,1,-1.939375,0.080138
21,28,-1.950000,1,-1.945875,0.077370
21,29,-1.960000,1,-1.952049,0.076584
21,30,-1.960000,1,-1.957915,0.077121
21,31,-1.960000,1,-1.963529,0.078732
21,32,-1.970000,0,-1.940227,0.059731
21,33,-1.950000,1,-1.945208,0.056752
21,34,-1.960000,1,-1.949934,0.054591
21,35,-1.960000,1,-1.954403,0.052946
21,36,-1.960000,1,-1.958643,0.051701
21,37,-1.970000,1,-1.962745,0.050862
21,38,-1.970000,1,-1.966676,0.050287
21,39,-1.970000,1,-1.970451,0.049944
21,40,-1.980000,0,-1.955060,0.047008
22,1,-1.000000,1,-1.356632,1.241629
22,2,-1.220000,1,-1.664935,1.134353
22,3,-1.420000,1,-1.915658,1.008054
22,4,-1.610000,1,-2.116555,0.884966
22,5,-1.790000,1,-2.280174,0.775375
22,6,-1.970000,0,-1.403571,0.754751
22,7,-1.780000,1,-1.538833,0.689456
22,8,-1.830000,1,-1.655753,0.623962
22,9,-1.870000,1,-1.755874,0.563714
22,10,-1.890000,1,-1.842199,0.509757
22,11,-1.920000,1,-1.916352,0.469650
22,12,-1.930000,1,-1.980952,0.440520
22,13,-1.950000,1,-2.038938,0.425100
22,14,-1.960000,1,-2.091709,0.419300
22,15,-1.980000,1,-2.142874,0.422433
22,16,-1.990000,1,-2.192215,0.429567
22,17,-2.000000,1,-2.240435,0.438406
22,18,-2.010000,0,-1.943531,0.203011
22,19,-1.970000,1,-1.962638,0.184635
22,20,-1.980000,1,-1.979425,0.174480
22,21,-1.990000,1,-1.994779,0.171416
22,22,-2.000000,1,-2.009411,0.174206
22,23,-2.010000,1,-2.023914,0.181721
22,24,-2.010000,0,-1.962631,0.110797
22,25,-1.990000,1,-1.972332,0.098824
22,26,-1.990000,1,-1.980958,0.090028
22,27,-2.000000,0,-1.950451,0.104002
22,28,-1.970000,1,-1.959230,0.090518
22,29,-1.980000,1,-1.966948,0.080356
22,30,-1.980000,1,-1.973839,0.072496
22,31,-1.990000,1,-1.980116,0.066687
22,32,-1.990000,1,-1.985869,0.062234
22,33,-2.000000,1,-1.991243,0.058955
22,34,-2.000000,1,-1.996261,0.056425
22,35,-2.010000,0,-1.977033,0.059623
22,36,-1.990000,1,-1.982049,0.056186
22,37,-1.990000,1,-1.986720,0.053462
22,38,-2.000000,1,-1.991149,0.051340
22,39,-2.000000,1,-1.995327,0.049584
22,40,-2.010000,1,-1.999332,0.048155
23,1,-1.000000,1,-1.356632,1.241629
23,2,-1.220000,1,-1.664935,1.134353
23,3,-1.420000,1,-1.915658,1.008054
23,4,-1.610000,1,-2.116555,0.884966
23,5,-1.790000,1,-2.280174,0.775375
23,6,-1.970000,1,-2.418984,0.682096
23,7,-2.140000,1,-2.540505,0.603220
23,8,-2.300000,0,-1.885032,0.569382
23,9,-2.120000,0,-1.647398,0.631068
23,10,-1.970000,0,-1.420661,0.711355
23,11,-1.820000,1,-1.537293,0.641530
23,12,-1.870000,1,-1.634363,0.570669
23,13,-1.900000,1,-1.715435,0.499526
23,14,-1.920000,1,-1.782179,0.430262
23,15,-1.940000,1,-1.835577,0.366501
23,16,-1.950000,1,-1.878363,0.308452
23,17,-1.970000,1,-1.911788,0.259378
23,18,-1.980000,0,-1.821380,0.352108
23,19,-1.930000,1,-1.860122,0.294859
23,20,-1.950000,1,-1.889809,0.247073
23,21,-1.950000,1,-1.913526,0.205381
23,22,-1.960000,1,-1.932256,0.171261
23,23,-1.970000,1,-1.947358,0.143892
23,24,-1.980000,0,-1.900923,0.198318
23,25,-1.950000,1,-1.918105,0.165390
23,26,-1.960000,1,-1.931922,0.138986
23,27,-1.960000,1,-1.943372,0.117431
23,28,-1.970000,1,-1.952997,0.100765
23,29,-1.970000,1,-1.961297,0.087611
23,30,-1.980000,0,-1.932441,0.114362
23,31,-1.960000,1,-1.941467,0.097983
23,32,-1.960000,1,-1.949239,0.085051
23,33,-1.970000,1,-1.956068,0.075332
23,34,-1.970000,1,-1.962172,0.067825
23,35,-1.980000,0,-1.940309,0.082738
23,36,-1.960000,1,-1.946761,0.073184
23,37,-1.960000,1,-1.952521,0.065820
23,38,-1.970000,1,-1.957768,0.060364
23,39,-1.970000,0,-1.937993,0.071885
23,40,-1.950000,1,-1.943508,0.064517
24,1,-1.000000,1,-1.356632,1.241629
24,2,-1.220000,1,-1.664935,1.134353
24,3,-1.420000,1,-1.915658,1.008054
24,4,-1.610000,1,-2.116555,0.884966
24,5,-1.790000,1,-2.280174,0.775375
24,6,-1.970000,1,-2.418984,0.682096
24,7,-2.140000,0,-1.663884,0.658234
24,8,-1.960000,1,-1.775482,0.596063
24,9,-2.010000,1,-1.871939,0.537823
24,10,-2.040000,1,-1.955850,0.484282
24,11,-2.070000,1,-2.028252,0.440210
24,12,-2.090000,1,-2.091456,0.406449
24,13,-2.110000,1,-2.147610,0.384528
24,14,-2.120000,1,-2.198052,0.372107
24,15,-2.140000,0,-1.996954,0.310389
24,16,-2.090000,1,-2.032084,0.264934
24,17,-2.100000,0,-1.936766,0.347443
24,18,-2.060000,1,-1.975822,0.294511
24,19,-2.070000,1,-2.006877,0.247949
24,20,-2.080000,1,-2.031500,0.208269
24,21,-2.090000,1,-2.051169,0.175339
24,22,-2.090000,1,-2.067244,0.147723
24,23,-2.100000,1,-2.080437,0.125980
24,24,-2.110000,0,-2.038940,0.168485
24,25,-2.080000,1,-2.053696,0.141535
24,26,-2.090000,1,-2.065766,0.120148
24,27,-2.090000,0,-2.026271,0.165754
24,28,-2.070000,1,-2.040280,0.139224
24,29,-2.070000,0,-1.996492,0.195517
24,30,-2.050000,0,-1.939039,0.271332
24,31,-2.020000,1,-1.964776,0.226245
24,32,-2.030000,1,-1.984700,0.188615
24,33,-2.030000,1,-2.000535,0.156775
24,34,-2.040000,1,-2.013093,0.131334
24,35,-2.050000,1,-2.023315,0.111277
24,36,-2.050000,1,-2.031909,0.095116
24,37,-2.050000,1,-2.039248,0.082344
24,38,-2.060000,1,-2.045641,0.072727
24,39,-2.060000,0,-2.022569,0.093808
24,40,-2.050000,0,-1.996314,0.126206
25,1,-1.000000,1,-1.356632,1.241629
25,2,-1.220000,1,-1.664935,1.134353
25,3,-1.420000,1,-1.915658,1.008054
25,4,-1.610000,1,-2.116555,0.884966
25,5,-1.790000,1,-2.280174,0.775375
25,6,-1.970000,1,-2.418984,0.682096
25,7,-2.140000,1,-2.540505,0.603220
25,8,-2.300000,0,-1.885032,0.569382
25,9,-2.120000,1,-1.980328,0.512614
25,10,-2.170000,0,-1.765535,0.574095
25,11,-2.060000,1,-1.850944,0.512514
25,12,-2.090000,1,-1.923942,0.450945
25,13,-2.110000,1,-1.985349,0.390893
25,14,-2.130000,1,-2.035492,0.335516
25,15,-2.150000,1,-2.075825,0.286888
25,16,-2.160000,0,-1.970704,0.374157
25,17,-2.110000,1,-2.015728,0.318819
25,18,-2.120000,1,-2.051777,0.268952
25,19,-2.130000,1,-2.080315,0.225668
25,20,-2.140000,1,-2.102923,0.189242
25,21,-2.150000,1,-2.121028,0.159367
25,22,-2.160000,1,-2.135797,0.135405
25,23,-2.170000,1,-2.148124,0.116577
25,24,-2.170000,1,-2.158665,0.101571
25,25,-2.180000,0,-2.122911,0.130753
25,26,-2.150000,1,-2.134306,0.111377
25,27,-2.160000,0,-2.097611,0.150317
25,28,-2.140000,1,-2.110432,0.127203
25,29,-2.140000,1,-2.121111,0.108302
25,30,-2.150000,1,-2.130110,0.093655
25,31,-2.150000,1,-2.137890,0.082047
25,32,-2.160000,1,-2.144738,0.073281
25,33,-2.160000,0,-2.120035,0.091915
25,34,-2.140000,0,-2.090842,0.123312
25,35,-2.120000,1,-2.100683,0.104687
25,36,-2.130000,1,-2.108935,0.090284
25,37,-2.130000,1,-2.116051,0.078880
25,38,-2.140000,0,-2.092516,0.101795
25,39,-2.120000,1,-2.100385,0.087761
25,40,-2.120000,1,-2.107169,0.076688
26,1,-1.000000,1,-1.356632,1.241629
26,2,-1.220000,1,-1.664935,1.134353
26,3,-1.420000,1,-1.915658,1.008054
26,4,-1.610000,1,-2.116555,0.884966
26,5,-1.790000,1,-2.280174,0.775375
26,6,-1.970000,1,-2.418984,0.682096
26,7,-2.140000,1,-2.540505,0.603220
26,8,-2.300000,1,-2.649285,0.536026
26,9,-2.460000,0,-2.084610,0.491536
26,10,-2.280000,1,-2.167687,0.442080
26,11,-2.330000,1,-2.239578,0.397959
26,12,-2.360000,1,-2.302246,0.358633
26,13,-2.390000,0,-2.135306,0.398152
26,14,-2.310000,0,-1.990307,0.474150
26,15,-2.230000,0,-1.837790,0.546904
26,16,-2.120000,1,-1.918421,0.488092
26,17,-2.150000,0,-1.754834,0.572700
26,18,-2.050000,1,-1.838651,0.510181
26,19,-2.080000,0,-1.670729,0.601007
26,20,-1.990000,1,-1.757580,0.536921
26,21,-2.020000,1,-1.830812,0.473018
26,22,-2.040000,0,-1.679698,0.572771
26,23,-1.970000,1,-1.758673,0.506800
26,24,-1.990000,1,-1.824703,0.441404
26,25,-2.000000,1,-1.879262,0.377826
26,26,-2.020000,1,-1.922043,0.321125
26,27,-2.030000,1,-1.955993,0.270590
26,28,-2.040000,1,-1.982746,0.227005
26,29,-2.040000,1,-2.004182,0.189149
26,30,-2.050000,1,-2.021176,0.158269
26,31,-2.060000,0,-1.971338,0.219131
26,32,-2.030000,1,-1.991121,0.182700
26,33,-2.040000,1,-2.006797,0.153046
26,34,-2.040000,1,-2.019584,0.128509
26,35,-2.050000,1,-2.030111,0.109298
26,36,-2.060000,1,-2.039018,0.094440
26,37,-2.060000,1,-2.046752,0.082684
26,38,-2.070000,1,-2.053588,0.073828
26,39,-2.070000,1,-2.059732,0.066957
26,40,-2.070000,1,-2.065311,0.061668
27,1,-1.000000,1,-1.356632,1.241629
27,2,-1.220000,1,-1.664935,1.134353
27,3,-1.420000,1,-1.915658,1.008054
27,4,-1.610000,1,-2.116555,0.884966
27,5,-1.790000,1,-2.280174,0.775375
27,6,-1.970000,1,-2.418984,0.682096
27,7,-2.140000,0,-1.663884,0.658234
27,8,-1.960000,1,-1.775482,0.596063
27,9,-2.010000,0,-1.532930,0.662664
27,10,-1.890000,1,-1.635738,0.594171
27,11,-1.930000,1,-1.721670,0.525692
27,12,-1.950000,1,-1.794033,0.457129
27,13,-1.970000,1,-1.852878,0.392661
27,14,-1.980000,1,-1.900528,0.333170
27,15,-2.000000,1,-1.937958,0.282798
27,16,-2.010000,1,-1.967995,0.240458
27,17,-2.020000,1,-1.992332,0.206584
27,18,-2.030000,1,-2.012468,0.181060
27,19,-2.040000,1,-2.029624,0.163394
27,20,-2.050000,1,-2.044760,0.152823
27,21,-2.060000,1,-2.058616,0.148391
27,22,-2.060000,1,-2.071457,0.148163
27,23,-2.070000,1,-2.083933,0.152051
27,24,-2.080000,1,-2.096450,0.159245
27,25,-2.080000,1,-2.108850,0.168103
27,26,-2.090000,1,-2.121840,0.179197
27,27,-2.090000,0,-2.058819,0.079452
27,28,-2.070000,0,-2.029682,0.086774
27,29,-2.050000,1,-2.037203,0.077627
27,30,-2.050000,0,-2.009389,0.096810
27,31,-2.030000,0,-1.978136,0.129779
27,32,-2.010000,0,-1.939870,0.180147
27,33,-1.990000,1,-1.954517,0.150656
27,34,-1.990000,1,-1.966431,0.126278
27,35,-2.000000,1,-1.976202,0.107189
27,36,-2.000000,1,-1.984471,0.091911
27,37,-2.010000,1,-1.991588,0.080288
27,38,-2.010000,1,-1.997858,0.071213
27,39,-2.010000,1,-2.003456,0.064221
27,40,-2.020000,1,-2.008557,0.059035
28,1,-1.000000,1,-1.356632,1.241629
28,2,-1.220000,1,-1.664935,1.134353
28,3,-1.420000,1,-1.915658,1.008054
28,4,-1.610000,1,-2.116555,0.884966
28,5,-1.790000,1,-2.280174,0.775375
28,6,-1.970000,1,-2.418984,0.682096
28,7,-2.140000,0,-1.663884,0.658234
28,8,-1.960000,1,-1.775482,0.596063
28,9,-2.010000,0,-1.532930,0.662664
28,10,-1.890000,0,-1.308324,0.744078
28,11,-1.760000,1,-1.429415,0.677737
28,12,-1.800000,1,-1.532994,0.606169
28,13,-1.830000,1,-1.619492,0.533011
28,14,-1.850000,1,-1.690611,0.460855
28,15,-1.860000,1,-1.748394,0.391419
28,16,-1.880000,1,-1.793204,0.330120
28,17,-1.890000,1,-1.828432,0.276168
28,18,-1.900000,1,-1.856065,0.230261
28,19,-1.910000,1,-1.877946,0.192275
28,20,-1.920000,1,-1.895595,0.161592
28,21,-1.930000,1,-1.910183,0.137351
28,22,-1.940000,1,-1.922578,0.118619
28,23,-1.940000,1,-1.933347,0.103965
28,24,-1.950000,0,-1.894851,0.132018
28,25,-1.920000,1,-1.905960,0.112372
28,26,-1.930000,1,-1.915460,0.097319
28,27,-1.930000,1,-1.923764,0.085549
28,28,-1.940000,1,-1.931187,0.076804
28,29,-1.950000,1,-1.937960,0.070348
28,30,-1.950000,0,-1.912332,0.083013
28,31,-1.930000,1,-1.919208,0.074126
28,32,-1.930000,0,-1.893332,0.093282
28,33,-1.910000,1,-1.900660,0.081325
28,34,-1.920000,1,-1.907144,0.072385
28,35,-1.920000,1,-1.912971,0.065506
28,36,-1.930000,0,-1.891878,0.079156
28,37,-1.910000,1,-1.898011,0.070359
28,38,-1.910000,1,-1.903517,0.063605
28,39,-1.920000,1,-1.908559,0.058611
28,40,-1.920000,1,-1.913207,0.054762
29,1,-1.000000,1,-1.356632,1.241629
29,2,-1.220000,1,-1.664935,1.134353
29,3,-1.420000,1,-1.915658,1.008054
29,4,-1.610000,1,-2.116555,0.884966
29,5,-1.790000,1,-2.280174,0.775375
29,6,-1.970000,1,-2.418984,0.682096
29,7,-2.140000,1,-2.540505,0.603220
29,8,-2.300000,1,-2.649285,0.536026
29,9,-2.460000,1,-2.749366,0.478432
29,10,-2.610000,1,-2.841952,0.428133
29,11,-2.760000,1,-2.928603,0.384113
29,12,-2.910000,1,-3.009956,0.345840
29,13,-3.050000,1,-3.085026,0.312541
29,14,-3.190000,0,-2.879457,0.303013
29,15,-3.020000,0,-2.722337,0.313527
29,16,-2.880000,0,-2.575864,0.334802
29,17,-2.750000,1,-2.634625,0.303245
29,18,-2.790000,0,-2.506795,0.336915
29,19,-2.680000,0,-2.369151,0.375131
29,20,-2.560000,1,-2.430699,0.336598
29,21,-2.600000,0,-2.301362,0.383760
29,22,-2.500000,1,-2.360947,0.343225
29,23,-2.530000,0,-2.234755,0.397776
29,24,-2.440000,1,-2.294369,0.354713
29,25,-2.460000,0,-2.163473,0.417658
29,26,-2.380000,1,-2.224327,0.372160
29,27,-2.400000,0,-2.093813,0.439380
29,28,-2.320000,1,-2.156784,0.390974
29,29,-2.340000,0,-2.023106,0.463326
29,30,-2.260000,1,-2.088836,0.411845
29,31,-2.280000,1,-2.145298,0.360661
29,32,-2.300000,1,-2.192172,0.312353
29,33,-2.310000,1,-2.230923,0.267158
29,34,-2.330000,0,-2.139938,0.342587
29,35,-2.280000,0,-2.024647,0.426670
29,36,-2.220000,0,-1.884821,0.511376
29,37,-2.150000,0,-1.729740,0.588564
29,38,-2.040000,1,-1.816748,0.526257
29,39,-2.070000,1,-1.890960,0.463384
29,40,-2.100000,1,-1.951858,0.403743
30,1,-1.000000,1,-1.356632,1.241629
30,2,-1.220000,1,-1.664935,1.134353
30,3,-1.420000,1,-1.915658,1.008054
30,4,-1.610000,1,-2.116555,0.884966
30,5,-1.790000,1,-2.280174,0.775375
30,6,-1.970000,1,-2.418984,0.682096
30,7,-2.140000,1,-2.540505,0.603220
30,8,-2.300000,1,-2.649285,0.536026
30,9,-2.460000,0,-2.084610,0.491536
30,10,-2.280000,0,-1.870810,0.544943
30,11,-2.140000,1,-1.955312,0.486081
30,12,-2.180000,0,-1.781184,0.566208
30,13,-2.070000,1,-1.865166,0.504428
30,14,-2.100000,1,-1.936576,0.442841
30,15,-2.120000,0,-1.779368,0.540622
30,16,-2.050000,1,-1.854170,0.478302
30,17,-2.070000,0,-1.699845,0.574702
30,18,-1.990000,1,-1.781114,0.508707
30,19,-2.020000,0,-1.623365,0.605673
30,20,-1.940000,1,-1.709540,0.538471
30,21,-1.960000,1,-1.782344,0.470182
30,22,-1.980000,1,-1.841441,0.404976
30,23,-1.990000,1,-1.889159,0.343653
30,24,-2.000000,1,-1.926762,0.288547
30,25,-2.010000,1,-1.956064,0.240821
30,26,-2.020000,1,-1.978921,0.200684
30,27,-2.030000,1,-1.996956,0.167709
30,28,-2.040000,1,-2.011459,0.141130
30,29,-2.040000,1,-2.023459,0.119345
30,30,-2.050000,0,-1.985118,0.163329
30,31,-2.030000,1,-1.998684,0.137415
30,32,-2.030000,1,-2.009904,0.116165
30,33,-2.040000,1,-2.019291,0.099659
30,34,-2.040000,1,-2.027363,0.086556
30,35,-2.050000,1,-2.034433,0.076660
30,36,-2.050000,1,-2.040740,0.068979
30,37,-2.060000,1,-2.046473,0.063261
30,38,-2.060000,1,-2.051732,0.058834
30,39,-2.060000,0,-2.031116,0.067832
30,40,-2.050000,0,-2.009809,0.083563
31,1,-1.000000,1,-1.356632,1.241629
31,2,-1.220000,1,-1.664935,1.134353
31,3,-1.420000,1,-1.915658,1.008054
31,4,-1.610000,1,-2.116555,0.884966
31,5,-1.790000,1,-2.280174,0.775375
31,6,-1.970000,1,-2.418984,0.682096
31,7,-2.140000,0,-1.663884,0.658234
31,8,-1.960000,1,-1.775482,0.596063
31,9,-2.010000,1,-1.871939,0.537823
31,10,-2.040000,1,-1.955850,0.484282
