repetition, trial, tTest, response, quantile_mean, quantile_sd
31,9,-1.731399,1,-1.767418,0.435381
31,10,-1.783654,1,-1.829960,0.378778
31,11,-1.824495,1,-1.880218,0.338221
31,12,-1.857870,1,-1.922666,0.312936
31,13,-1.886651,1,-1.959975,0.299708
31,14,-1.912027,1,-1.993543,0.295170
31,15,-1.934513,1,-2.024909,0.297436
31,16,-1.954907,1,-2.055346,0.304841
31,17,-1.973789,1,-2.085933,0.316093
31,18,-1.991625,0,-1.923136,0.145878
31,19,-1.919338,1,-1.938758,0.132779
31,20,-1.932645,1,-1.952463,0.124204
31,21,-1.944533,1,-1.964747,0.119319
31,22,-1.955297,1,-1.976276,0.117942
31,23,-1.965379,1,-1.987119,0.118972
31,24,-1.974739,1,-1.997197,0.121402
31,25,-1.983310,0,-1.949052,0.083162
31,26,-1.945981,1,-1.957483,0.077630
31,27,-1.953985,1,-1.965101,0.073376
31,28,-1.961322,1,-1.972175,0.070292
31,29,-1.968139,1,-1.978816,0.068125
31,30,-1.974561,0,-1.948591,0.067693
31,31,-1.946207,1,-1.955056,0.063902
31,32,-1.952494,1,-1.960987,0.060808
31,33,-1.958296,0,-1.935353,0.065217
31,34,-1.933648,1,-1.941294,0.061307
31,35,-1.939419,1,-1.946825,0.058236
31,36,-1.944731,1,-1.951930,0.055696
31,37,-1.949820,1,-1.956761,0.053620
31,38,-1.954504,1,-1.961275,0.051831
31,39,-1.959037,1,-1.965596,0.050313
31,40,-1.963297,0,-1.946051,0.052096
32,1,-0.647661,1,-1.323926,1.216125
32,2,-1.106588,1,-1.620842,1.117931
32,3,-1.474511,1,-1.884288,1.012953
32,4,-1.776842,1,-2.115703,0.908826
32,5,-2.034154,0,-1.260726,0.814228
32,6,-1.397610,1,-1.443095,0.702796
32,7,-1.562178,1,-1.582147,0.598809
32,8,-1.661545,1,-1.687207,0.508732
32,9,-1.731399,1,-1.767418,0.435381
32,10,-1.783654,1,-1.829960,0.378778
32,11,-1.824495,1,-1.880218,0.338221
32,12,-1.857870,1,-1.922666,0.312936
32,13,-1.886651,1,-1.959975,0.299708
32,14,-1.912027,1,-1.993543,0.295170
32,15,-1.934513,1,-2.024909,0.297436
32,16,-1.954907,1,-2.055346,0.304841
32,17,-1.973789,1,-2.085933,0.316093
32,18,-1.991625,0,-1.923136,0.145878
32,19,-1.919338,1,-1.938758,0.132779
32,20,-1.932645,1,-1.952463,0.124204
32,21,-1.944533,1,-1.964747,0.119319
32,22,-1.955297,1,-1.976276,0.117942
32,23,-1.965379,1,-1.987119,0.118972
32,24,-1.974739,1,-1.997197,0.121402
32,25,-1.983310,1,-2.006965,0.125538
32,26,-1.991399,1,-2.016608,0.131228
32,27,-1.999055,1,-2.026302,0.138410
32,28,-2.006335,1,-2.036229,0.147097
32,29,-2.013390,1,-2.046110,0.156348
32,30,-2.020106,1,-2.056522,0.167088
32,31,-2.026542,1,-2.067698,0.179416
32,32,-2.032928,1,-2.079215,0.192171
32,33,-2.039079,1,-2.091888,0.206555
32,34,-2.045141,1,-2.106053,0.222660
32,35,-2.051289,1,-2.121056,0.238993
32,36,-2.057265,0,-2.037085,0.068610
32,37,-2.031185,1,-2.042129,0.070262
32,38,-2.035841,1,-2.047157,0.072591
32,39,-2.040505,0,-2.023866,0.051864
32,40,-2.020673,1,-2.028132,0.050915
33,1,-0.647661,1,-1.323926,1.216125
33,2,-1.106588,1,-1.620842,1.117931
33,3,-1.474511,1,-1.884288,1.012953
33,4,-1.776842,1,-2.115703,0.908826
33,5,-2.034154,1,-2.316118,0.807871
33,6,-2.251309,1,-2.489290,0.713671
33,7,-2.437984,0,-1.842333,0.703598
33,8,-1.958917,1,-1.983644,0.597128
33,9,-2.075849,1,-2.090881,0.503524
33,10,-2.150627,0,-1.726474,0.650163
33,11,-1.886514,1,-1.849469,0.543040
33,12,-1.969065,1,-1.938294,0.448262
33,13,-2.017855,1,-2.002367,0.368018
33,14,-2.051519,1,-2.049316,0.301460
33,15,-2.076846,1,-2.084449,0.248904
33,16,-2.097486,1,-2.111702,0.207884
33,17,-2.114934,0,-2.004688,0.298946
33,18,-2.043649,1,-2.037213,0.242380
33,19,-2.060507,1,-2.061314,0.197773
33,20,-2.074310,1,-2.079803,0.162491
33,21,-2.086060,0,-2.013539,0.237950
33,22,-2.039052,1,-2.035981,0.193471
33,23,-2.051225,0,-1.957807,0.294740
33,24,-2.001277,1,-1.987733,0.238151
33,25,-2.014919,1,-2.009545,0.192437
33,26,-2.025980,1,-2.025786,0.157381
33,27,-2.035447,1,-2.038454,0.130076
33,28,-2.043735,1,-2.048654,0.108552
33,29,-2.051074,0,-2.009161,0.158040
33,30,-2.020027,1,-2.021480,0.129826
33,31,-2.027665,1,-2.031311,0.108255
33,32,-2.034523,1,-2.039408,0.091521
33,33,-2.040746,1,-2.046317,0.079156
33,34,-2.046352,1,-2.052402,0.070098
33,35,-2.051694,1,-2.057829,0.063295
33,36,-2.056557,0,-2.035441,0.078022
33,37,-2.035942,1,-2.041254,0.068873
33,38,-2.041027,1,-2.046428,0.061999
33,39,-2.045603,1,-2.051172,0.057012
33,40,-2.050110,1,-2.055530,0.053249
34,1,-0.647661,1,-1.323926,1.216125
34,2,-1.106588,1,-1.620842,1.117931
34,3,-1.474511,1,-1.884288,1.012953
34,4,-1.776842,1,-2.115703,0.908826
34,5,-2.034154,0,-1.260726,0.814228
34,6,-1.397610,1,-1.443095,0.702796
34,7,-1.562178,1,-1.582147,0.598809
34,8,-1.661545,1,-1.687207,0.508732
34,9,-1.731399,1,-1.767418,0.435381
34,10,-1.783654,1,-1.829960,0.378778
34,11,-1.824495,1,-1.880218,0.338221
34,12,-1.857870,1,-1.922666,0.312936
34,13,-1.886651,1,-1.959975,0.299708
34,14,-1.912027,1,-1.993543,0.295170
34,15,-1.934513,1,-2.024909,0.297436
34,16,-1.954907,1,-2.055346,0.304841
34,17,-1.973789,0,-1.897369,0.164481
34,18,-1.896911,1,-1.915203,0.145759
34,19,-1.911532,0,-1.842161,0.179714
34,20,-1.852067,1,-1.860784,0.150259
34,21,-1.865880,1,-1.876021,0.127907
34,22,-1.877996,1,-1.888805,0.110699
34,23,-1.888653,1,-1.899789,0.097686
34,24,-1.898174,1,-1.909444,0.087994
34,25,-1.906816,1,-1.918104,0.080872
34,26,-1.914782,1,-1.925867,0.075497
34,27,-1.922073,1,-1.933039,0.071667
34,28,-1.928893,1,-1.939752,0.069009
34,29,-1.935276,1,-1.946107,0.067271
34,30,-1.941433,0,-1.917687,0.065436
34,31,-1.915160,1,-1.923755,0.061911
34,32,-1.921078,1,-1.929356,0.059066
34,33,-1.926479,1,-1.934651,0.056818
34,34,-1.931717,1,-1.939604,0.054936
34,35,-1.936564,1,-1.944347,0.053404
34,36,-1.941312,1,-1.948828,0.052082
34,37,-1.945708,0,-1.929351,0.052479
34,38,-1.927010,1,-1.933752,0.050855
34,39,-1.931419,1,-1.937903,0.049432
34,40,-1.935493,1,-1.941907,0.048210
35,1,-0.647661,1,-1.323926,1.216125
35,2,-1.106588,1,-1.620842,1.117931
35,3,-1.474511,1,-1.884288,1.012953
35,4,-1.776842,1,-2.115703,0.908826
35,5,-2.034154,1,-2.316118,0.807871
35,6,-2.251309,1,-2.489290,0.713671
35,7,-2.437984,0,-1.842333,0.703598
35,8,-1.958917,0,-1.244781,0.799472
35,9,-1.392568,1,-1.424669,0.684491
35,10,-1.556113,1,-1.560769,0.577240
35,11,-1.655642,1,-1.662616,0.482271
35,12,-1.724943,1,-1.739016,0.400472
35,13,-1.775196,1,-1.797249,0.334948
35,14,-1.814720,1,-1.842532,0.281685
35,15,-1.846076,0,-1.673934,0.375998
35,16,-1.730447,1,-1.723343,0.307294
35,17,-1.758815,1,-1.759989,0.251853
35,18,-1.780986,1,-1.787896,0.207505
35,19,-1.799001,1,-1.809784,0.173066
35,20,-1.814242,1,-1.827437,0.146263
35,21,-1.827391,1,-1.842275,0.126594
35,22,-1.839248,1,-1.855061,0.112064
35,23,-1.849929,1,-1.866377,0.101670
35,24,-1.859689,1,-1.876642,0.094514
35,25,-1.868732,1,-1.886157,0.089844
35,26,-1.877219,1,-1.895147,0.087071
35,27,-1.885277,1,-1.903784,0.085768
35,28,-1.893006,1,-1.911951,0.085326
35,29,-1.900305,1,-1.919985,0.085849
35,30,-1.907292,1,-1.927992,0.087211
35,31,-1.914148,1,-1.935770,0.088971
35,32,-1.920749,1,-1.943672,0.091426
35,33,-1.927189,1,-1.951795,0.094567
35,34,-1.933627,1,-1.959868,0.097937
35,35,-1.939920,1,-1.968306,0.101953
35,36,-1.946169,1,-1.977218,0.106628
35,37,-1.952562,1,-1.986243,0.111406
35,38,-1.958877,1,-1.995897,0.116790
35,39,-1.965356,1,-2.006305,0.122766
35,40,-1.972109,1,-2.016966,0.128650
36,1,-0.647661,1,-1.323926,1.216125
36,2,-1.106588,1,-1.620842,1.117931
36,3,-1.474511,1,-1.884288,1.012953
36,4,-1.776842,1,-2.115703,0.908826
36,5,-2.034154,0,-1.260726,0.814228
36,6,-1.397610,1,-1.443095,0.702796
36,7,-1.562178,1,-1.582147,0.598809
36,8,-1.661545,1,-1.687207,0.508732
36,9,-1.731399,1,-1.767418,0.435381
36,10,-1.783654,1,-1.829960,0.378778
36,11,-1.824495,1,-1.880218,0.338221
36,12,-1.857870,1,-1.922666,0.312936
36,13,-1.886651,1,-1.959975,0.299708
36,14,-1.912027,1,-1.993543,0.295170
36,15,-1.934513,1,-2.024909,0.297436
36,16,-1.954907,1,-2.055346,0.304841
36,17,-1.973789,1,-2.085933,0.316093
36,18,-1.991625,1,-2.117625,0.330240
36,19,-2.008782,0,-1.946156,0.133011
36,20,-1.939975,1,-1.960216,0.124436
36,21,-1.952310,1,-1.972827,0.119446
36,22,-1.963477,1,-1.984363,0.117351
36,23,-1.973690,1,-1.995118,0.117601
36,24,-1.983124,1,-2.005331,0.119797
36,25,-1.991926,1,-2.015202,0.123678
36,26,-2.000216,0,-1.968590,0.078052
36,27,-1.965000,1,-1.976363,0.073767
36,28,-1.972511,1,-1.983573,0.070602
36,29,-1.979557,1,-1.990333,0.068314
36,30,-1.986090,1,-1.996728,0.066745
36,31,-1.992365,1,-2.002702,0.065640
36,32,-1.998203,0,-1.976165,0.061451
36,33,-1.973360,1,-1.981830,0.058935
36,34,-1.978993,1,-1.987191,0.056864
36,35,-1.984265,1,-1.992197,0.055068
36,36,-1.989309,1,-1.996989,0.053554
36,37,-1.994035,0,-1.975088,0.054577
36,38,-1.972810,1,-1.979777,0.052738
36,39,-1.977463,1,-1.984256,0.051168
36,40,-1.981955,1,-1.988477,0.049761
37,1,-0.647661,1,-1.323926,1.216125
37,2,-1.106588,1,-1.620842,1.117931
37,3,-1.474511,1,-1.884288,1.012953
37,4,-1.776842,1,-2.115703,0.908826
37,5,-2.034154,1,-2.316118,0.807871
37,6,-2.251309,0,-1.570543,0.764691
37,7,-1.701399,1,-1.732123,0.653104
37,8,-1.839889,1,-1.854700,0.552699
37,9,-1.925211,1,-1.947363,0.467674
37,10,-1.985961,0,-1.629331,0.602091
37,11,-1.779440,1,-1.735262,0.499149
37,12,-1.838827,1,-1.810987,0.410129
37,13,-1.876950,1,-1.865590,0.336073
37,14,-1.904827,1,-1.905824,0.274860
37,15,-1.926523,1,-1.936155,0.227747
37,16,-1.944787,1,-1.959847,0.190767
37,17,-1.960351,1,-1.979142,0.163817
37,18,-1.974175,1,-1.995364,0.144439
37,19,-1.986615,0,-1.927633,0.177443
37,20,-1.936264,1,-1.943956,0.147483
37,21,-1.947586,1,-1.957262,0.124455
37,22,-1.957649,0,-1.905693,0.175290
37,23,-1.916752,1,-1.920858,0.144584
37,24,-1.926688,1,-1.933034,0.120884
37,25,-1.935492,1,-1.943154,0.102886
37,26,-1.943470,1,-1.951751,0.089020
37,27,-1.950703,1,-1.959306,0.078836
37,28,-1.957316,1,-1.966114,0.071400
37,29,-1.963557,1,-1.972268,0.065798
37,30,-1.969396,1,-1.978001,0.061705
37,31,-1.974835,1,-1.983303,0.058563
37,32,-1.980070,1,-1.988349,0.056199
37,33,-1.984937,1,-1.993086,0.054304
37,34,-1.989687,0,-1.971729,0.056025
37,35,-1.969326,1,-1.976385,0.053548
37,36,-1.973836,1,-1.980750,0.051552
37,37,-1.978174,1,-1.984946,0.049958
37,38,-1.982346,1,-1.988921,0.048599
37,39,-1.986281,1,-1.992776,0.047459
37,40,-1.990225,1,-1.996457,0.046443
38,1,-0.647661,1,-1.323926,1.216125
38,2,-1.106588,1,-1.620842,1.117931
38,3,-1.474511,1,-1.884288,1.012953
38,4,-1.776842,1,-2.115703,0.908826
38,5,-2.034154,1,-2.316118,0.807871
38,6,-2.251309,0,-1.570543,0.764691
38,7,-1.701399,1,-1.732123,0.653104
38,8,-1.839889,1,-1.854700,0.552699
38,9,-1.925211,0,-1.449867,0.695055
38,10,-1.632095,1,-1.588863,0.582649
38,11,-1.726598,1,-1.688584,0.482746
38,12,-1.780845,1,-1.760389,0.396302
38,13,-1.817204,1,-1.812497,0.325379
38,14,-1.844639,1,-1.851293,0.267373
38,15,-1.866416,1,-1.881061,0.223227
38,16,-1.885032,1,-1.904928,0.189992
38,17,-1.901394,1,-1.924654,0.165281
38,18,-1.915813,1,-1.941836,0.148626
38,19,-1.929190,1,-1.957135,0.137762
38,20,-1.941472,1,-1.971150,0.131479
38,21,-1.952919,1,-1.984319,0.128679
38,22,-1.963730,1,-1.996967,0.128469
38,23,-1.974049,1,-2.009344,0.130180
38,24,-1.983998,1,-2.021649,0.133340
38,25,-1.993691,1,-2.034048,0.137628
38,26,-2.003230,0,-1.967720,0.077792
38,27,-1.961589,1,-1.975299,0.074583
38,28,-1.968833,1,-1.982516,0.072456
38,29,-1.975703,0,-1.950591,0.069679
38,30,-1.947114,1,-1.957150,0.065617
38,31,-1.953495,1,-1.963203,0.062409
38,32,-1.959489,1,-1.968941,0.059926
38,33,-1.965094,1,-1.974419,0.057964
38,34,-1.970596,1,-1.979579,0.056310
38,35,-1.975660,1,-1.984558,0.054965
38,36,-1.980681,1,-1.989287,0.053797
38,37,-1.985321,1,-1.993889,0.052843
38,38,-1.989979,1,-1.998290,0.052008
38,39,-1.994270,1,-2.002503,0.051281
38,40,-1.998479,1,-2.006646,0.050720
39,1,-0.647661,1,-1.323926,1.216125
39,2,-1.106588,1,-1.620842,1.117931
39,3,-1.474511,1,-1.884288,1.012953
39,4,-1.776842,1,-2.115703,0.908826
39,5,-2.034154,1,-2.316118,0.807871
39,6,-2.251309,1,-2.489290,0.713671
39,7,-2.437984,1,-2.638615,0.627468
39,8,-2.598948,0,-2.075473,0.639530
39,9,-2.174424,1,-2.198419,0.539696
39,10,-2.274347,1,-2.291785,0.452800
39,11,-2.339807,1,-2.362820,0.380804
39,12,-2.387484,0,-2.112799,0.502705
39,13,-2.217848,0,-1.772892,0.671239
39,14,-1.926676,1,-1.904490,0.562056
39,15,-2.029459,1,-2.000479,0.464641
39,16,-2.088925,0,-1.700303,0.640593
39,17,-1.867302,1,-1.819731,0.533419
39,18,-1.943793,0,-1.450833,0.719135
39,19,-1.634843,1,-1.599579,0.603835
39,20,-1.751036,1,-1.706744,0.499775
39,21,-1.814093,1,-1.783216,0.408985
39,22,-1.853775,1,-1.837899,0.332904
39,23,-1.881913,1,-1.877616,0.271047
39,24,-1.903534,1,-1.907232,0.221363
39,25,-1.921091,1,-1.930001,0.182626
39,26,-1.935935,1,-1.948228,0.153127
39,27,-1.949093,1,-1.963307,0.130463
39,28,-1.960760,0,-1.901742,0.179698
39,29,-1.912524,1,-1.918151,0.148269
39,30,-1.923510,1,-1.931318,0.124052
39,31,-1.933178,1,-1.942247,0.105729
39,32,-1.941873,1,-1.951620,0.092078
39,33,-1.949831,1,-1.959891,0.082029
39,34,-1.957097,1,-1.967368,0.074681
39,35,-1.963947,1,-1.974134,0.069134
39,36,-1.970347,1,-1.980451,0.065088
39,37,-1.976298,1,-1.986425,0.062103
39,38,-1.982081,1,-1.992016,0.059768
39,39,-1.987482,1,-1.997397,0.058002
39,40,-1.992719,1,-2.002496,0.056568
40,1,-0.647661,1,-1.323926,1.216125
40,2,-1.106588,1,-1.620842,1.117931
40,3,-1.474511,1,-1.884288,1.012953
40,4,-1.776842,1,-2.115703,0.908826
40,5,-2.034154,0,-1.260726,0.814228
40,6,-1.397610,1,-1.443095,0.702796
40,7,-1.562178,1,-1.582147,0.598809
40,8,-1.661545,1,-1.687207,0.508732
40,9,-1.731399,1,-1.767418,0.435381
40,10,-1.783654,1,-1.829960,0.378778
40,11,-1.824495,1,-1.880218,0.338221
40,12,-1.857870,1,-1.922666,0.312936
40,13,-1.886651,1,-1.959975,0.299708
40,14,-1.912027,1,-1.993543,0.295170
40,15,-1.934513,1,-2.024909,0.297436
40,16,-1.954907,1,-2.055346,0.304841
40,17,-1.973789,1,-2.085933,0.316093
40,18,-1.991625,0,-1.923136,0.145878
40,19,-1.919338,1,-1.938758,0.132779
40,20,-1.932645,1,-1.952463,0.124204
40,21,-1.944533,1,-1.964747,0.119319
40,22,-1.955297,1,-1.976276,0.117942
40,23,-1.965379,1,-1.987119,0.118972
40,24,-1.974739,0,-1.936915,0.090650
40,25,-1.934522,0,-1.892331,0.110993
40,26,-1.893946,1,-1.903131,0.096673
40,27,-1.903183,1,-1.912484,0.085835
40,28,-1.911518,1,-1.920760,0.077663
40,29,-1.919107,1,-1.928219,0.071485
40,30,-1.926047,1,-1.935045,0.066775
40,31,-1.932586,1,-1.941268,0.063016
40,32,-1.938610,1,-1.947085,0.060079
40,33,-1.944247,1,-1.952471,0.057656
40,34,-1.949605,1,-1.957587,0.055699
40,35,-1.954585,0,-1.934210,0.057781
40,36,-1.932128,1,-1.939254,0.055285
40,37,-1.937042,1,-1.944033,0.053255
40,38,-1.941789,1,-1.948509,0.051510
40,39,-1.946180,1,-1.952798,0.050036
40,40,-1.950526,1,-1.956853,0.048723
41,1,-0.647661,1,-1.323926,1.216125
41,2,-1.106588,1,-1.620842,1.117931
41,3,-1.474511,1,-1.884288,1.012953
41,4,-1.776842,1,-2.115703,0.908826
41,5,-2.034154,1,-2.316118,0.807871
41,6,-2.251309,1,-2.489290,0.713671
41,7,-2.437984,1,-2.638615,0.627468
41,8,-2.598948,0,-2.075473,0.639530
41,9,-2.174424,0,-1.542625,0.754844
41,10,-1.684276,1,-1.702851,0.640219
41,11,-1.822898,1,-1.823277,0.535723
41,12,-1.907330,0,-1.429342,0.696448
41,13,-1.613562,1,-1.569119,0.583549
41,14,-1.708107,1,-1.669316,0.482880
41,15,-1.762472,1,-1.741326,0.395571
41,16,-1.799002,1,-1.793437,0.323705
41,17,-1.826468,1,-1.832165,0.266051
41,18,-1.848703,1,-1.861896,0.220327
41,19,-1.867344,1,-1.885565,0.185291
41,20,-1.883648,1,-1.904977,0.158530
41,21,-1.898028,1,-1.921732,0.139488
41,22,-1.911283,1,-1.936511,0.125970
41,23,-1.923422,0,-1.869082,0.146964
41,24,-1.872091,1,-1.882664,0.124111
41,25,-1.882535,1,-1.894116,0.106920
41,26,-1.891978,1,-1.904069,0.094214
41,27,-1.900649,1,-1.912953,0.084959
41,28,-1.908646,1,-1.921061,0.078292
41,29,-1.916124,1,-1.928595,0.073532
41,30,-1.923232,1,-1.935547,0.069992
41,31,-1.929897,1,-1.942167,0.067517
41,32,-1.936150,1,-1.948540,0.065835
41,33,-1.942254,1,-1.954579,0.064623
41,34,-1.948000,1,-1.960487,0.063924
41,35,-1.953570,1,-1.966151,0.063514
41,36,-1.958919,0,-1.939559,0.056414
41,37,-1.935859,0,-1.917058,0.058059
41,38,-1.914407,1,-1.922024,0.055479
41,39,-1.919358,1,-1.926756,0.053438
41,40,-1.923988,1,-1.931203,0.051722
42,1,-0.647661,1,-1.323926,1.216125
42,2,-1.106588,1,-1.620842,1.117931
42,3,-1.474511,1,-1.884288,1.012953
42,4,-1.776842,1,-2.115703,0.908826
42,5,-2.034154,1,-2.316118,0.807871
42,6,-2.251309,1,-2.489290,0.713671
42,7,-2.437984,1,-2.638615,0.627468
42,8,-2.598948,1,-2.766746,0.549241
42,9,-2.736569,0,-2.280829,0.574690
42,10,-2.363233,1,-2.387412,0.483769
42,11,-2.449799,0,-2.028553,0.617232
42,12,-2.151826,1,-2.144664,0.515536
42,13,-2.241543,1,-2.230436,0.426625
42,14,-2.297177,0,-1.955265,0.584804
42,15,-2.093885,0,-1.514200,0.748283
42,16,-1.666683,1,-1.673046,0.633593
42,17,-1.805737,1,-1.791485,0.528867
42,18,-1.888434,1,-1.878704,0.436900
42,19,-1.943827,1,-1.943017,0.358511
42,20,-1.983868,1,-1.990926,0.294232
42,21,-2.014694,0,-1.816976,0.426922
42,22,-1.895470,1,-1.875550,0.349150
42,23,-1.926318,1,-1.918177,0.284916
42,24,-1.949610,1,-1.949851,0.232627
42,25,-1.968054,1,-1.973965,0.191360
42,26,-1.983467,1,-1.992888,0.158692
42,27,-1.996602,1,-2.008308,0.134149
42,28,-2.008345,1,-2.021272,0.115473
42,29,-2.018861,1,-2.032493,0.101544
42,30,-2.028424,1,-2.042470,0.091335
42,31,-2.037247,1,-2.051549,0.083961
42,32,-2.045495,0,-2.012877,0.095695
42,33,-2.011813,1,-2.021518,0.084621
42,34,-2.019443,1,-2.029248,0.076459
42,35,-2.026444,0,-1.997172,0.092782
42,36,-1.997255,1,-2.005151,0.081657
42,37,-2.004179,1,-2.012164,0.073180
42,38,-2.010562,0,-1.982439,0.091453
42,39,-1.983293,1,-1.989913,0.079859
42,40,-1.989720,1,-1.996524,0.071324
43,1,-0.647661,1,-1.323926,1.216125
43,2,-1.106588,1,-1.620842,1.117931
43,3,-1.474511,1,-1.884288,1.012953
43,4,-1.776842,1,-2.115703,0.908826
43,5,-2.034154,1,-2.316118,0.807871
43,6,-2.251309,1,-2.489290,0.713671
43,7,-2.437984,0,-1.842333,0.703598
43,8,-1.958917,1,-1.983644,0.597128
43,9,-2.075849,1,-2.090881,0.503524
43,10,-2.150627,1,-2.172133,0.423798
43,11,-2.203661,0,-1.881578,0.560196
43,12,-2.011475,1,-1.975860,0.462714
43,13,-2.065119,1,-2.043368,0.380412
43,14,-2.100621,0,-1.823656,0.546902
43,15,-1.962860,1,-1.912208,0.449514
43,16,-2.007667,1,-1.974339,0.367157
43,17,-2.036594,1,-2.018632,0.298814
43,18,-2.057622,1,-2.050861,0.243073
43,19,-2.074046,1,-2.074905,0.197865
43,20,-2.087485,0,-1.991644,0.295419
43,21,-2.033792,1,-2.022244,0.238608
43,22,-2.048174,1,-2.044523,0.193958
43,23,-2.060021,1,-2.061398,0.158599
43,24,-2.070028,1,-2.074600,0.131168
43,25,-2.078751,1,-2.085317,0.110266
43,26,-2.086573,0,-2.044604,0.156914
43,27,-2.054430,0,-1.985518,0.241341
43,28,-2.015080,1,-2.006990,0.195822
43,29,-2.025499,1,-2.023017,0.159653
43,30,-2.034284,1,-2.035377,0.130626
43,31,-2.041855,1,-2.045162,0.108500
43,32,-2.048568,0,-2.008685,0.158839
43,33,-2.020553,0,-1.954411,0.243491
43,34,-1.985898,1,-1.975551,0.197106
43,35,-1.995536,1,-1.991153,0.160269
43,36,-2.003638,1,-2.003078,0.130681
43,37,-2.010642,1,-2.012418,0.108088
43,38,-2.016730,0,-1.978700,0.159050
43,39,-1.991382,1,-1.990328,0.129761
43,40,-1.998056,1,-1.999432,0.107361
44,1,-0.647661,1,-1.323926,1.216125
44,2,-1.106588,1,-1.620842,1.117931
44,3,-1.474511,1,-1.884288,1.012953
44,4,-1.776842,1,-2.115703,0.908826
44,5,-2.034154,0,-1.260726,0.814228
44,6,-1.397610,1,-1.443095,0.702796
44,7,-1.562178,1,-1.582147,0.598809
44,8,-1.661545,1,-1.687207,0.508732
44,9,-1.731399,1,-1.767418,0.435381
44,10,-1.783654,1,-1.829960,0.378778
44,11,-1.824495,1,-1.880218,0.338221
44,12,-1.857870,1,-1.922666,0.312936
44,13,-1.886651,1,-1.959975,0.299708
44,14,-1.912027,1,-1.993543,0.295170
44,15,-1.934513,1,-2.024909,0.297436
44,16,-1.954907,1,-2.055346,0.304841
44,17,-1.973789,1,-2.085933,0.316093
44,18,-1.991625,1,-2.117625,0.330240
44,19,-2.008782,1,-2.151300,0.346546
44,20,-2.025620,1,-2.187782,0.364340
44,21,-2.042530,0,-1.983772,0.121941
44,22,-1.974184,1,-1.995897,0.119430
44,23,-1.985053,0,-1.942958,0.102049
44,24,-1.941033,1,-1.953801,0.092093
44,25,-1.951054,1,-1.963470,0.084574
44,26,-1.960189,1,-1.972227,0.078922
44,27,-1.968531,1,-1.980264,0.074694
44,28,-1.976268,1,-1.987728,0.071565
44,29,-1.983538,1,-1.994592,0.069149
44,30,-1.990299,0,-1.963990,0.068794
44,31,-1.961464,1,-1.970645,0.064955
44,32,-1.967920,1,-1.976848,0.061900
44,33,-1.973990,1,-1.982572,0.059338
44,34,-1.979710,0,-1.957345,0.062377
44,35,-1.955276,1,-1.963123,0.059326
44,36,-1.960988,1,-1.968462,0.056770
44,37,-1.966178,1,-1.973506,0.054663
44,38,-1.971228,1,-1.978221,0.052831
44,39,-1.975854,1,-1.982726,0.051269
44,40,-1.980430,1,-1.986974,0.049868
45,1,-0.647661,1,-1.323926,1.216125
45,2,-1.106588,1,-1.620842,1.117931
45,3,-1.474511,1,-1.884288,1.012953
45,4,-1.776842,1,-2.115703,0.908826
45,5,-2.034154,0,-1.260726,0.814228
45,6,-1.397610,1,-1.443095,0.702796
45,7,-1.562178,1,-1.582147,0.598809
45,8,-1.661545,1,-1.687207,0.508732
45,9,-1.731399,1,-1.767418,0.435381
45,10,-1.783654,1,-1.829960,0.378778
45,11,-1.824495,1,-1.880218,0.338221
45,12,-1.857870,1,-1.922666,0.312936
45,13,-1.886651,1,-1.959975,0.299708
45,14,-1.912027,1,-1.993543,0.295170
45,15,-1.934513,1,-2.024909,0.297436
45,16,-1.954907,1,-2.055346,0.304841
45,17,-1.973789,1,-2.085933,0.316093
45,18,-1.991625,1,-2.117625,0.330240
45,19,-2.008782,1,-2.151300,0.346546
45,20,-2.025620,1,-2.187782,0.364340
45,21,-2.042530,1,-2.225574,0.381368
45,22,-2.059260,1,-2.267099,0.398514
45,23,-2.076819,1,-2.312766,0.414821
45,24,-2.095910,0,-2.036225,0.121779
45,25,-2.022422,1,-2.047197,0.124672
45,26,-2.031982,1,-2.057837,0.129024
45,27,-2.040958,1,-2.068320,0.134762
45,28,-2.049424,1,-2.078817,0.141868
45,29,-2.057436,0,-2.028298,0.072769
45,30,-2.023747,1,-2.035493,0.070579
45,31,-2.030903,1,-2.042292,0.069004
45,32,-2.037572,1,-2.048762,0.067987
45,33,-2.043920,0,-2.019136,0.063229
45,34,-2.016060,1,-2.025265,0.060830
45,35,-2.022205,1,-2.030957,0.058721
45,36,-2.027885,0,-2.006147,0.060441
45,37,-2.003737,1,-2.011735,0.057994
45,38,-2.009345,1,-2.017014,0.055919
45,39,-2.014543,0,-1.993113,0.058513
45,40,-1.991214,1,-1.998394,0.056115
46,1,-0.647661,1,-1.323926,1.216125
46,2,-1.106588,1,-1.620842,1.117931
46,3,-1.474511,1,-1.884288,1.012953
46,4,-1.776842,1,-2.115703,0.908826
46,5,-2.034154,1,-2.316118,0.807871
46,6,-2.251309,0,-1.570543,0.764691
46,7,-1.701399,1,-1.732123,0.653104
46,8,-1.839889,1,-1.854700,0.552699
46,9,-1.925211,1,-1.947363,0.467674
46,10,-1.985961,1,-2.018421,0.398676
46,11,-2.032269,1,-2.073986,0.344767
46,12,-2.068844,1,-2.119048,0.306360
46,13,-2.099403,1,-2.156960,0.280991
46,14,-2.125581,1,-2.190479,0.267056
46,15,-2.148933,1,-2.220877,0.261358
