repetition, trial, tTest, response, quantile_mean, quantile_sd
16,2,-1.106588,1,-1.620842,1.117931
16,3,-1.474511,1,-1.884288,1.012953
16,4,-1.776842,1,-2.115703,0.908826
16,5,-2.034154,1,-2.316118,0.807871
16,6,-2.251309,1,-2.489290,0.713671
16,7,-2.437984,0,-1.842333,0.703598
16,8,-1.958917,1,-1.983644,0.597128
16,9,-2.075849,1,-2.090881,0.503524
16,10,-2.150627,1,-2.172133,0.423798
16,11,-2.203661,1,-2.234353,0.359045
16,12,-2.244262,1,-2.283141,0.309188
16,13,-2.277062,1,-2.323087,0.273851
16,14,-2.305085,0,-2.164698,0.319105
16,15,-2.202602,0,-1.984513,0.464472
16,16,-2.082854,1,-2.052268,0.379521
16,17,-2.117540,1,-2.100548,0.309466
16,18,-2.142247,0,-1.940982,0.460073
16,19,-2.043873,1,-2.006053,0.374944
16,20,-2.074190,1,-2.052016,0.303816
16,21,-2.095401,0,-1.912302,0.448843
16,22,-2.013828,1,-1.973545,0.365090
16,23,-2.040575,0,-1.789298,0.536606
16,24,-1.933091,1,-1.873378,0.440084
16,25,-1.971971,1,-1.931831,0.357816
16,26,-1.996565,1,-1.972657,0.290364
16,27,-2.014263,1,-2.002106,0.234264
16,28,-2.027884,1,-2.023471,0.190301
16,29,-2.039099,1,-2.039622,0.155530
16,30,-2.048580,1,-2.052237,0.128555
16,31,-2.056865,1,-2.062462,0.107971
16,32,-2.064320,0,-2.021489,0.157915
16,33,-2.032069,1,-2.033865,0.129639
16,34,-2.039882,1,-2.043740,0.108069
16,35,-2.046723,0,-2.007186,0.156608
16,36,-2.018291,1,-2.019117,0.128607
16,37,-2.025602,0,-1.977491,0.191177
16,38,-1.995911,1,-1.992586,0.155641
16,39,-2.003998,0,-1.938466,0.241268
16,40,-1.969580,1,-1.959281,0.194800
17,1,-0.647661,1,-1.323926,1.216125
17,2,-1.106588,1,-1.620842,1.117931
17,3,-1.474511,1,-1.884288,1.012953
17,4,-1.776842,1,-2.115703,0.908826
17,5,-2.034154,0,-1.260726,0.814228
17,6,-1.397610,1,-1.443095,0.702796
17,7,-1.562178,1,-1.582147,0.598809
17,8,-1.661545,1,-1.687207,0.508732
17,9,-1.731399,1,-1.767418,0.435381
17,10,-1.783654,1,-1.829960,0.378778
17,11,-1.824495,1,-1.880218,0.338221
17,12,-1.857870,1,-1.922666,0.312936
17,13,-1.886651,0,-1.746119,0.313882
17,14,-1.780603,1,-1.784495,0.258752
17,15,-1.804478,1,-1.813832,0.214948
17,16,-1.823726,1,-1.836896,0.181524
17,17,-1.839949,1,-1.855710,0.157110
17,18,-1.853969,1,-1.871463,0.139570
17,19,-1.866319,1,-1.885291,0.128437
17,20,-1.877634,1,-1.897658,0.121888
17,21,-1.887966,1,-1.909004,0.119014
17,22,-1.897522,1,-1.919662,0.119056
17,23,-1.906467,1,-1.929894,0.121441
17,24,-1.914936,1,-1.939568,0.125101
17,25,-1.922838,1,-1.949153,0.130385
17,26,-1.930444,1,-1.958821,0.137155
17,27,-1.937732,1,-1.968742,0.145365
17,28,-1.944859,1,-1.978603,0.154076
17,29,-1.951703,1,-1.988976,0.164148
17,30,-1.958418,1,-2.000056,0.175648
17,31,-1.965078,1,-2.012068,0.188653
17,32,-1.971787,1,-2.024500,0.201940
17,33,-1.978325,0,-1.956399,0.067053
17,34,-1.950036,1,-1.961812,0.067867
17,35,-1.955109,1,-1.967177,0.069243
17,36,-1.960210,1,-1.972386,0.070957
17,37,-1.964976,1,-1.977451,0.072998
17,38,-1.969681,1,-1.982563,0.075694
17,39,-1.974206,1,-1.987589,0.078748
17,40,-1.978661,1,-1.992733,0.082573
18,1,-0.647661,1,-1.323926,1.216125
18,2,-1.106588,1,-1.620842,1.117931
18,3,-1.474511,1,-1.884288,1.012953
18,4,-1.776842,1,-2.115703,0.908826
18,5,-2.034154,1,-2.316118,0.807871
18,6,-2.251309,1,-2.489290,0.713671
18,7,-2.437984,1,-2.638615,0.627468
18,8,-2.598948,1,-2.766746,0.549241
18,9,-2.736569,1,-2.876583,0.479337
18,10,-2.854676,1,-2.969686,0.416530
18,11,-2.953578,0,-2.603225,0.457157
18,12,-2.658823,1,-2.683303,0.384718
18,13,-2.724426,0,-2.401813,0.500885
18,14,-2.488740,1,-2.489406,0.417289
18,15,-2.556357,1,-2.554865,0.346130
18,16,-2.600972,1,-2.603973,0.286126
18,17,-2.632808,1,-2.641202,0.237025
18,18,-2.657269,0,-2.510549,0.333476
18,19,-2.563607,1,-2.554707,0.273088
18,20,-2.589314,0,-2.410570,0.395272
18,21,-2.488439,0,-2.174833,0.549223
18,22,-2.294993,0,-1.757637,0.704945
18,23,-1.892925,1,-1.900765,0.593720
18,24,-2.012195,0,-1.433871,0.747564
18,25,-1.600477,1,-1.592942,0.632304
18,26,-1.734511,1,-1.710346,0.526098
18,27,-1.810978,1,-1.795687,0.434051
18,28,-1.860891,1,-1.858192,0.356717
18,29,-1.896889,1,-1.904815,0.294171
18,30,-1.925114,0,-1.743076,0.418591
18,31,-1.820997,1,-1.799128,0.340936
18,32,-1.848863,1,-1.839535,0.277511
18,33,-1.869974,1,-1.869413,0.226332
18,34,-1.886794,1,-1.892136,0.186231
18,35,-1.901054,1,-1.910016,0.154656
18,36,-1.913250,1,-1.924521,0.130411
18,37,-1.924031,1,-1.936688,0.112224
18,38,-1.933749,1,-1.947229,0.098883
18,39,-1.942664,1,-1.956633,0.089300
18,40,-1.950964,1,-1.965233,0.082555
19,1,-0.647661,1,-1.323926,1.216125
19,2,-1.106588,1,-1.620842,1.117931
19,3,-1.474511,1,-1.884288,1.012953
19,4,-1.776842,1,-2.115703,0.908826
19,5,-2.034154,1,-2.316118,0.807871
19,6,-2.251309,0,-1.570543,0.764691
19,7,-1.701399,1,-1.732123,0.653104
19,8,-1.839889,1,-1.854700,0.552699
19,9,-1.925211,0,-1.449867,0.695055
19,10,-1.632095,1,-1.588863,0.582649
19,11,-1.726598,1,-1.688584,0.482746
19,12,-1.780845,1,-1.760389,0.396302
19,13,-1.817204,1,-1.812497,0.325379
19,14,-1.844639,1,-1.851293,0.267373
19,15,-1.866416,1,-1.881061,0.223227
19,16,-1.885032,1,-1.904928,0.189992
19,17,-1.901394,1,-1.924654,0.165281
19,18,-1.915813,1,-1.941836,0.148626
19,19,-1.929190,1,-1.957135,0.137762
19,20,-1.941472,1,-1.971150,0.131479
19,21,-1.952919,1,-1.984319,0.128679
19,22,-1.963730,1,-1.996967,0.128469
19,23,-1.974049,1,-2.009344,0.130180
19,24,-1.983998,1,-2.021649,0.133340
19,25,-1.993691,0,-1.956884,0.081931
19,26,-1.951351,1,-1.964874,0.077332
19,27,-1.958922,1,-1.972395,0.074179
19,28,-1.966061,1,-1.979562,0.072116
19,29,-1.972925,0,-1.946599,0.069785
19,30,-1.943285,1,-1.953042,0.065496
19,31,-1.949582,1,-1.959090,0.062253
19,32,-1.955441,1,-1.964820,0.059751
19,33,-1.961149,1,-1.970185,0.057697
19,34,-1.966416,1,-1.975333,0.056057
19,35,-1.971572,1,-1.980200,0.054658
19,36,-1.976373,1,-1.984916,0.053520
19,37,-1.981116,1,-1.989409,0.052531
19,38,-1.985527,1,-1.993796,0.051736
19,39,-1.989965,0,-1.974039,0.050333
19,40,-1.971226,1,-1.978135,0.049151
20,1,-0.647661,1,-1.323926,1.216125
20,2,-1.106588,1,-1.620842,1.117931
20,3,-1.474511,1,-1.884288,1.012953
20,4,-1.776842,1,-2.115703,0.908826
20,5,-2.034154,1,-2.316118,0.807871
20,6,-2.251309,0,-1.570543,0.764691
20,7,-1.701399,1,-1.732123,0.653104
20,8,-1.839889,1,-1.854700,0.552699
20,9,-1.925211,1,-1.947363,0.467674
20,10,-1.985961,1,-2.018421,0.398676
20,11,-2.032269,1,-2.073986,0.344767
20,12,-2.068844,0,-1.862598,0.426574
20,13,-1.935756,1,-1.921905,0.350047
20,14,-1.968451,1,-1.965511,0.286995
20,15,-1.993157,0,-1.812800,0.422487
20,16,-1.895494,1,-1.868887,0.344833
20,17,-1.922701,1,-1.909398,0.279620
20,18,-1.942806,1,-1.938936,0.227057
20,19,-1.958757,1,-1.961070,0.185903
20,20,-1.972052,1,-1.978267,0.153493
20,21,-1.983413,1,-1.992054,0.128559
20,22,-1.993411,0,-1.936970,0.185487
20,23,-1.950749,1,-1.953210,0.152130
20,24,-1.960907,1,-1.966035,0.126311
20,25,-1.969823,1,-1.976529,0.106665
20,26,-1.977732,1,-1.985416,0.091936
20,27,-1.984971,0,-1.948123,0.127298
20,28,-1.953263,1,-1.958197,0.106545
20,29,-1.960659,1,-1.966609,0.090985
20,30,-1.967267,1,-1.973872,0.079450
20,31,-1.973409,1,-1.980241,0.070720
20,32,-1.979082,0,-1.953716,0.089956
20,33,-1.954983,0,-1.920690,0.128376
20,34,-1.927363,1,-1.930273,0.106974
20,35,-1.934021,1,-1.938152,0.090344
20,36,-1.940069,1,-1.944855,0.078026
20,37,-1.945445,0,-1.918892,0.105510
20,38,-1.922876,1,-1.926483,0.089025
20,39,-1.928594,1,-1.932934,0.076807
20,40,-1.933790,1,-1.938533,0.067569
21,1,-0.647661,1,-1.323926,1.216125
21,2,-1.106588,1,-1.620842,1.117931
21,3,-1.474511,1,-1.884288,1.012953
21,4,-1.776842,1,-2.115703,0.908826
21,5,-2.034154,1,-2.316118,0.807871
21,6,-2.251309,1,-2.489290,0.713671
21,7,-2.437984,1,-2.638615,0.627468
21,8,-2.598948,1,-2.766746,0.549241
21,9,-2.736569,1,-2.876583,0.479337
21,10,-2.854676,1,-2.969686,0.416530
21,11,-2.953578,1,-3.048742,0.361412
21,12,-3.037552,1,-3.116149,0.313790
21,13,-3.109712,0,-2.849955,0.354978
21,14,-2.883846,1,-2.908983,0.299228
21,15,-2.932552,1,-2.955340,0.252948
21,16,-2.968918,0,-2.786624,0.330571
21,17,-2.833260,0,-2.561656,0.445259
21,18,-2.633949,1,-2.637330,0.370046
21,19,-2.693027,1,-2.694090,0.306283
21,20,-2.732890,1,-2.736795,0.253340
21,21,-2.761900,1,-2.769366,0.210361
21,22,-2.784360,0,-2.649597,0.299898
21,23,-2.693605,1,-2.689003,0.246424
21,24,-2.717909,0,-2.559708,0.353263
21,25,-2.623275,0,-2.345028,0.496116
21,26,-2.446268,0,-1.991335,0.643725
21,27,-2.110360,1,-2.115981,0.539663
21,28,-2.212462,0,-1.706584,0.696783
21,29,-1.858602,1,-1.846698,0.585683
21,30,-1.970398,0,-1.403175,0.748603
21,31,-1.574254,1,-1.563043,0.632665
21,32,-1.708004,1,-1.680591,0.526973
21,33,-1.785344,1,-1.765933,0.435188
21,34,-1.835506,1,-1.828344,0.357824
21,35,-1.871375,1,-1.874727,0.293508
21,36,-1.898697,1,-1.909913,0.242382
21,37,-1.920984,1,-1.937442,0.202077
21,38,-1.939765,1,-1.959754,0.171307
21,39,-1.956122,1,-1.978593,0.148522
21,40,-1.970927,1,-1.994853,0.131597
22,1,-0.647661,1,-1.323926,1.216125
22,2,-1.106588,1,-1.620842,1.117931
22,3,-1.474511,1,-1.884288,1.012953
22,4,-1.776842,1,-2.115703,0.908826
22,5,-2.034154,1,-2.316118,0.807871
22,6,-2.251309,1,-2.489290,0.713671
22,7,-2.437984,0,-1.842333,0.703598
22,8,-1.958917,1,-1.983644,0.597128
22,9,-2.075849,0,-1.523678,0.733190
22,10,-1.685831,1,-1.676806,0.619451
22,11,-1.813647,1,-1.789803,0.515144
22,12,-1.885459,1,-1.871963,0.425948
22,13,-1.933518,1,-1.932467,0.350069
22,14,-1.968335,1,-1.977627,0.289339
22,15,-1.995786,1,-2.012458,0.241741
22,16,-2.018543,1,-2.040207,0.204926
22,17,-2.037847,1,-2.063148,0.177680
22,18,-2.054793,1,-2.082548,0.157784
22,19,-2.069788,1,-2.099851,0.144714
22,20,-2.083537,0,-2.021211,0.158993
22,21,-2.025925,1,-2.036820,0.134549
22,22,-2.037963,0,-1.976616,0.187654
22,23,-1.989611,1,-1.994246,0.154843
22,24,-2.001457,1,-2.008311,0.129288
22,25,-2.011741,0,-1.953950,0.187292
22,26,-1.968522,0,-1.878715,0.281346
22,27,-1.917404,0,-1.755908,0.421088
22,28,-1.845967,1,-1.809586,0.342893
22,29,-1.869024,1,-1.847673,0.277650
22,30,-1.885759,1,-1.874945,0.225222
22,31,-1.899023,0,-1.785579,0.342591
22,32,-1.846129,1,-1.822885,0.277662
22,33,-1.861948,1,-1.849755,0.224083
22,34,-1.874202,1,-1.869373,0.181151
22,35,-1.884257,0,-1.800586,0.280645
22,36,-1.841432,1,-1.827448,0.226339
22,37,-1.853165,1,-1.846950,0.182802
22,38,-1.862787,1,-1.861494,0.148644
22,39,-1.871009,1,-1.872735,0.122296
22,40,-1.878154,1,-1.881771,0.102265
23,1,-0.647661,1,-1.323926,1.216125
23,2,-1.106588,1,-1.620842,1.117931
23,3,-1.474511,1,-1.884288,1.012953
23,4,-1.776842,1,-2.115703,0.908826
23,5,-2.034154,1,-2.316118,0.807871
23,6,-2.251309,1,-2.489290,0.713671
23,7,-2.437984,1,-2.638615,0.627468
23,8,-2.598948,0,-2.075473,0.639530
23,9,-2.174424,0,-1.542625,0.754844
23,10,-1.684276,1,-1.702851,0.640219
23,11,-1.822898,0,-1.179494,0.779086
23,12,-1.352178,1,-1.354125,0.663873
23,13,-1.508353,1,-1.483535,0.556293
23,14,-1.594469,1,-1.578046,0.460022
23,15,-1.649792,1,-1.647042,0.379213
23,16,-1.689858,1,-1.698411,0.312998
23,17,-1.720824,1,-1.737641,0.260123
23,18,-1.745909,1,-1.768715,0.219660
23,19,-1.767333,1,-1.794214,0.188998
23,20,-1.785940,1,-1.815981,0.166763
23,21,-1.802613,1,-1.834908,0.150787
23,22,-1.817530,1,-1.852290,0.140507
23,23,-1.831501,1,-1.868351,0.134027
23,24,-1.844456,1,-1.883512,0.130382
23,25,-1.856684,1,-1.898694,0.129269
23,26,-1.868754,1,-1.913650,0.129510
23,27,-1.880507,1,-1.928557,0.130647
23,28,-1.892091,1,-1.943550,0.132330
23,29,-1.903692,1,-1.958721,0.134281
23,30,-1.915479,1,-1.974927,0.136714
23,31,-1.928144,1,-1.991464,0.138912
23,32,-1.941599,1,-2.008266,0.140695
23,33,-1.956203,1,-2.026102,0.142268
23,34,-1.973191,1,-2.043970,0.143068
23,35,-1.992845,1,-2.062513,0.143331
23,36,-2.016938,1,-2.082266,0.143251
23,37,-2.045907,1,-2.102800,0.142791
23,38,-2.075089,1,-2.123674,0.142107
23,39,-2.100912,1,-2.143952,0.141113
23,40,-2.122748,1,-2.163490,0.140184
24,1,-0.647661,1,-1.323926,1.216125
24,2,-1.106588,1,-1.620842,1.117931
24,3,-1.474511,1,-1.884288,1.012953
24,4,-1.776842,1,-2.115703,0.908826
24,5,-2.034154,0,-1.260726,0.814228
24,6,-1.397610,1,-1.443095,0.702796
24,7,-1.562178,1,-1.582147,0.598809
24,8,-1.661545,1,-1.687207,0.508732
24,9,-1.731399,1,-1.767418,0.435381
24,10,-1.783654,1,-1.829960,0.378778
24,11,-1.824495,1,-1.880218,0.338221
24,12,-1.857870,1,-1.922666,0.312936
24,13,-1.886651,1,-1.959975,0.299708
24,14,-1.912027,1,-1.993543,0.295170
24,15,-1.934513,1,-2.024909,0.297436
24,16,-1.954907,1,-2.055346,0.304841
24,17,-1.973789,1,-2.085933,0.316093
24,18,-1.991625,0,-1.923136,0.145878
24,19,-1.919338,1,-1.938758,0.132779
24,20,-1.932645,1,-1.952463,0.124204
24,21,-1.944533,1,-1.964747,0.119319
24,22,-1.955297,1,-1.976276,0.117942
24,23,-1.965379,0,-1.926503,0.098864
24,24,-1.924856,1,-1.936554,0.089021
24,25,-1.934001,1,-1.945520,0.081693
24,26,-1.942369,1,-1.953654,0.076272
24,27,-1.950130,1,-1.961143,0.072289
24,28,-1.957258,1,-1.968123,0.069407
24,29,-1.964004,1,-1.974565,0.067234
24,30,-1.970328,1,-1.980676,0.065785
24,31,-1.976209,1,-1.986522,0.064961
24,32,-1.981929,1,-1.992036,0.064540
24,33,-1.987257,1,-1.997380,0.064668
24,34,-1.992428,1,-2.002475,0.065151
24,35,-1.997301,1,-2.007476,0.066202
24,36,-2.002065,1,-2.012293,0.067614
24,37,-2.006556,0,-1.990415,0.051946
24,38,-1.987364,1,-1.994739,0.050864
24,39,-1.991723,1,-1.998852,0.049899
24,40,-1.995797,1,-2.002856,0.049095
25,1,-0.647661,1,-1.323926,1.216125
25,2,-1.106588,1,-1.620842,1.117931
25,3,-1.474511,1,-1.884288,1.012953
25,4,-1.776842,1,-2.115703,0.908826
25,5,-2.034154,1,-2.316118,0.807871
25,6,-2.251309,0,-1.570543,0.764691
25,7,-1.701399,1,-1.732123,0.653104
25,8,-1.839889,1,-1.854700,0.552699
25,9,-1.925211,1,-1.947363,0.467674
25,10,-1.985961,0,-1.629331,0.602091
25,11,-1.779440,1,-1.735262,0.499149
25,12,-1.838827,1,-1.810987,0.410129
25,13,-1.876950,1,-1.865590,0.336073
25,14,-1.904827,1,-1.905824,0.274860
25,15,-1.926523,1,-1.936155,0.227747
25,16,-1.944787,0,-1.820484,0.333634
25,17,-1.870851,1,-1.858170,0.270422
25,18,-1.888881,1,-1.885680,0.219902
25,19,-1.903460,1,-1.906419,0.179514
25,20,-1.915690,1,-1.922575,0.148894
25,21,-1.926494,1,-1.935695,0.125400
25,22,-1.936128,1,-1.946728,0.107759
25,23,-1.944892,0,-1.900251,0.149348
25,24,-1.907158,1,-1.912574,0.124240
25,25,-1.915720,1,-1.922720,0.105151
25,26,-1.923477,1,-1.931283,0.090437
25,27,-1.930517,1,-1.938766,0.079641
25,28,-1.936939,1,-1.945486,0.071782
25,29,-1.943030,1,-1.951552,0.065897
25,30,-1.948701,1,-1.957198,0.061636
25,31,-1.954039,1,-1.962423,0.058407
25,32,-1.959134,1,-1.967399,0.056015
25,33,-1.963940,1,-1.972077,0.054131
25,34,-1.968567,1,-1.976597,0.052686
25,35,-1.973004,1,-1.980894,0.051499
25,36,-1.977245,1,-1.985087,0.050574
25,37,-1.981429,1,-1.989106,0.049797
25,38,-1.985353,1,-1.993057,0.049211
25,39,-1.989312,1,-1.996870,0.048734
25,40,-1.993027,0,-1.979061,0.046573
26,1,-0.647661,1,-1.323926,1.216125
26,2,-1.106588,1,-1.620842,1.117931
26,3,-1.474511,1,-1.884288,1.012953
26,4,-1.776842,1,-2.115703,0.908826
26,5,-2.034154,1,-2.316118,0.807871
26,6,-2.251309,1,-2.489290,0.713671
26,7,-2.437984,0,-1.842333,0.703598
26,8,-1.958917,1,-1.983644,0.597128
26,9,-2.075849,1,-2.090881,0.503524
26,10,-2.150627,1,-2.172133,0.423798
26,11,-2.203661,1,-2.234353,0.359045
26,12,-2.244262,0,-2.000679,0.471680
26,13,-2.093906,1,-2.071229,0.386567
26,14,-2.131794,0,-1.843340,0.554419
26,15,-1.983300,1,-1.934754,0.456173
26,16,-2.031798,1,-1.999237,0.372228
26,17,-2.062630,1,-2.045191,0.302199
26,18,-2.084711,0,-1.891405,0.455115
26,19,-1.994131,1,-1.954268,0.370305
26,20,-2.021722,0,-1.762424,0.544747
26,21,-1.909984,1,-1.848585,0.447731
26,22,-1.950113,0,-1.597806,0.635953
26,23,-1.784512,1,-1.714577,0.527200
26,24,-1.851886,1,-1.795771,0.431975
26,25,-1.888691,1,-1.852285,0.351526
26,26,-1.912852,1,-1.892368,0.284139
26,27,-1.930541,1,-1.921035,0.229929
26,28,-1.944362,1,-1.942178,0.186327
26,29,-1.955767,1,-1.958188,0.153018
26,30,-1.965666,1,-1.970871,0.127182
26,31,-1.974401,0,-1.921128,0.189742
26,32,-1.937025,1,-1.936881,0.155027
26,33,-1.946172,0,-1.882638,0.232655
26,34,-1.909587,1,-1.902965,0.188287
26,35,-1.919579,1,-1.918147,0.153304
26,36,-1.928026,1,-1.929883,0.126202
26,37,-1.935442,1,-1.939311,0.105512
26,38,-1.942168,1,-1.947130,0.089471
26,39,-1.948185,1,-1.953840,0.077624
26,40,-1.953728,1,-1.959710,0.068699
27,1,-0.647661,1,-1.323926,1.216125
27,2,-1.106588,1,-1.620842,1.117931
27,3,-1.474511,1,-1.884288,1.012953
27,4,-1.776842,1,-2.115703,0.908826
27,5,-2.034154,1,-2.316118,0.807871
27,6,-2.251309,1,-2.489290,0.713671
27,7,-2.437984,0,-1.842333,0.703598
27,8,-1.958917,1,-1.983644,0.597128
27,9,-2.075849,1,-2.090881,0.503524
27,10,-2.150627,1,-2.172133,0.423798
27,11,-2.203661,0,-1.881578,0.560196
27,12,-2.011475,1,-1.975860,0.462714
27,13,-2.065119,1,-2.043368,0.380412
27,14,-2.100621,1,-2.092621,0.311218
27,15,-2.126454,1,-2.129057,0.255972
27,16,-2.147061,0,-2.002635,0.372332
27,17,-2.068014,1,-2.048118,0.302866
27,18,-2.089634,1,-2.081073,0.245991
27,19,-2.106215,1,-2.105453,0.200933
27,20,-2.119959,1,-2.124130,0.165093
27,21,-2.131501,0,-2.054994,0.246788
27,22,-2.083586,1,-2.078539,0.199832
27,23,-2.095715,1,-2.096124,0.163614
27,24,-2.106042,1,-2.109848,0.135300
27,25,-2.115027,1,-2.120937,0.113553
27,26,-2.123063,1,-2.130146,0.096635
27,27,-2.130292,0,-2.093263,0.134994
27,28,-2.099836,0,-2.045054,0.202177
27,29,-2.065245,1,-2.061923,0.164771
27,30,-2.074369,1,-2.074877,0.134635
27,31,-2.082166,1,-2.085067,0.111583
27,32,-2.089068,1,-2.093404,0.094195
27,33,-2.095222,1,-2.100482,0.081238
27,34,-2.101008,0,-2.071929,0.112221
27,35,-2.076559,1,-2.080086,0.094476
27,36,-2.082546,1,-2.086929,0.080818
27,37,-2.087938,1,-2.092868,0.070786
27,38,-2.092939,1,-2.098110,0.063250
27,39,-2.097562,0,-2.076600,0.080067
27,40,-2.077954,1,-2.082340,0.069945
28,1,-0.647661,1,-1.323926,1.216125
28,2,-1.106588,1,-1.620842,1.117931
28,3,-1.474511,1,-1.884288,1.012953
28,4,-1.776842,1,-2.115703,0.908826
28,5,-2.034154,1,-2.316118,0.807871
28,6,-2.251309,1,-2.489290,0.713671
28,7,-2.437984,1,-2.638615,0.627468
28,8,-2.598948,0,-2.075473,0.639530
28,9,-2.174424,1,-2.198419,0.539696
28,10,-2.274347,0,-1.782510,0.680913
28,11,-1.927479,1,-1.917327,0.571856
28,12,-2.034619,0,-1.482625,0.736963
28,13,-1.649204,1,-1.637572,0.622121
28,14,-1.779045,1,-1.751521,0.517536
28,15,-1.852528,1,-1.834333,0.425917
28,16,-1.900155,1,-1.894662,0.349344
28,17,-1.934612,0,-1.684542,0.506975
28,18,-1.801221,1,-1.761720,0.415151
28,19,-1.838907,1,-1.816424,0.338210
28,20,-1.865198,1,-1.855836,0.275630
28,21,-1.885385,1,-1.885059,0.225229
28,22,-1.901788,1,-1.907357,0.184698
28,23,-1.915452,1,-1.924926,0.153851
28,24,-1.927529,1,-1.939303,0.130140
28,25,-1.938279,1,-1.951464,0.112333
28,26,-1.948023,1,-1.962086,0.099261
28,27,-1.956999,1,-1.971631,0.089870
28,28,-1.965387,1,-1.980418,0.083268
28,29,-1.973325,1,-1.988474,0.078498
28,30,-1.980744,1,-1.996135,0.075304
28,31,-1.987784,1,-2.003525,0.073259
28,32,-1.994598,1,-2.010530,0.071876
28,33,-2.001109,1,-2.017422,0.071161
28,34,-2.007398,0,-1.984931,0.062503
28,35,-1.980605,1,-1.990600,0.060068
28,36,-1.986076,1,-1.996048,0.058209
28,37,-1.991457,1,-2.001205,0.056683
28,38,-1.996483,1,-2.006219,0.055485
28,39,-2.001451,1,-2.011009,0.054467
28,40,-2.006113,1,-2.015709,0.053664
29,1,-0.647661,1,-1.323926,1.216125
29,2,-1.106588,1,-1.620842,1.117931
29,3,-1.474511,1,-1.884288,1.012953
29,4,-1.776842,1,-2.115703,0.908826
29,5,-2.034154,1,-2.316118,0.807871
29,6,-2.251309,0,-1.570543,0.764691
29,7,-1.701399,1,-1.732123,0.653104
29,8,-1.839889,1,-1.854700,0.552699
29,9,-1.925211,1,-1.947363,0.467674
29,10,-1.985961,1,-2.018421,0.398676
29,11,-2.032269,1,-2.073986,0.344767
29,12,-2.068844,1,-2.119048,0.306360
29,13,-2.099403,0,-1.938291,0.354082
29,14,-1.985801,1,-1.983256,0.290872
29,15,-2.012324,0,-1.826691,0.425671
29,16,-1.909134,1,-1.884207,0.347060
29,17,-1.937850,1,-1.925547,0.282448
29,18,-1.959289,1,-1.955935,0.230046
29,19,-1.976150,1,-1.978834,0.188786
29,20,-1.990284,1,-1.996684,0.156117
29,21,-2.002218,0,-1.928940,0.230424
29,22,-1.952378,1,-1.950815,0.187390
29,23,-1.964740,1,-1.967490,0.153434
29,24,-1.975207,1,-1.980661,0.127897
29,25,-1.984489,0,-1.929002,0.189442
29,26,-1.944828,1,-1.945271,0.154435
29,27,-1.954508,1,-1.957918,0.127349
29,28,-1.962932,1,-1.968116,0.106738
29,29,-1.970478,1,-1.976646,0.091275
29,30,-1.977212,1,-1.984018,0.079805
29,31,-1.983469,1,-1.990488,0.071117
29,32,-1.989250,1,-1.996347,0.064788
29,33,-1.994571,1,-2.001667,0.060016
29,34,-1.999650,1,-2.006639,0.056500
29,35,-2.004340,0,-1.984268,0.063607
29,36,-1.983142,1,-1.989321,0.058642
29,37,-1.987871,0,-1.967955,0.069036
29,38,-1.967751,1,-1.973287,0.062374
29,39,-1.972577,1,-1.978108,0.057359
29,40,-1.977040,1,-1.982590,0.053677
30,1,-0.647661,1,-1.323926,1.216125
30,2,-1.106588,1,-1.620842,1.117931
30,3,-1.474511,1,-1.884288,1.012953
30,4,-1.776842,1,-2.115703,0.908826
30,5,-2.034154,1,-2.316118,0.807871
30,6,-2.251309,1,-2.489290,0.713671
30,7,-2.437984,0,-1.842333,0.703598
30,8,-1.958917,0,-1.244781,0.799472
30,9,-1.392568,1,-1.424669,0.684491
30,10,-1.556113,1,-1.560769,0.577240
30,11,-1.655642,1,-1.662616,0.482271
30,12,-1.724943,1,-1.739016,0.400472
30,13,-1.775196,1,-1.797249,0.334948
30,14,-1.814720,1,-1.842532,0.281685
30,15,-1.846076,1,-1.879078,0.241670
30,16,-1.872769,1,-1.909209,0.211301
30,17,-1.895466,1,-1.935366,0.190364
30,18,-1.915855,1,-1.958655,0.176388
30,19,-1.934281,1,-1.979519,0.167323
30,20,-1.950870,0,-1.880993,0.154440
30,21,-1.883259,1,-1.897557,0.132606
30,22,-1.896755,1,-1.911731,0.116514
30,23,-1.908893,1,-1.924068,0.104506
30,24,-1.919771,1,-1.935036,0.095766
30,25,-1.929636,1,-1.944982,0.089588
30,26,-1.938694,1,-1.954166,0.085397
30,27,-1.947114,1,-1.962785,0.082759
30,28,-1.955032,1,-1.970995,0.081365
30,29,-1.962557,1,-1.978709,0.080730
30,30,-1.969591,1,-1.986228,0.080988
30,31,-1.976245,1,-1.993652,0.082061
30,32,-1.982737,1,-2.000830,0.083571
30,33,-1.988896,1,-2.008071,0.085816
30,34,-1.994854,0,-1.972105,0.059463
30,35,-1.968157,1,-1.977497,0.057961
30,36,-1.973456,1,-1.982584,0.056693
30,37,-1.978496,0,-1.959728,0.055601
30,38,-1.956911,1,-1.964625,0.053851
30,39,-1.961815,1,-1.969230,0.052308
30,40,-1.966369,1,-1.973663,0.050981
31,1,-0.647661,1,-1.323926,1.216125
31,2,-1.106588,1,-1.620842,1.117931
31,3,-1.474511,1,-1.884288,1.012953
31,4,-1.776842,1,-2.115703,0.908826
31,5,-2.034154,0,-1.260726,0.814228
31,6,-1.397610,1,-1.443095,0.702796
31,7,-1.562178,1,-1.582147,0.598809
31,8,-1.661545,1,-1.687207,0.508732
