repetition, trial, tTest, response, mean_mean, mean_sd
31,12,-2.006415,1,-2.050492,0.296009
31,13,-2.050492,1,-2.089824,0.279655
31,14,-2.089824,0,-1.946858,0.255040
31,15,-1.946858,1,-1.977570,0.211846
31,16,-1.977570,0,-1.858321,0.299912
31,17,-1.858321,1,-1.893285,0.241736
31,18,-1.893285,1,-1.919497,0.196881
31,19,-1.919497,1,-1.939979,0.163102
31,20,-1.939979,1,-1.956555,0.137442
31,21,-1.956555,1,-1.970461,0.118259
31,22,-1.970461,1,-1.982376,0.103675
31,23,-1.982376,1,-1.992822,0.092749
31,24,-1.992822,0,-1.948921,0.114054
31,25,-1.948921,1,-1.959638,0.098815
31,26,-1.959638,1,-1.968935,0.087325
31,27,-1.968935,1,-1.977182,0.078713
31,28,-1.977182,0,-1.943813,0.095895
31,29,-1.943813,1,-1.952351,0.084157
31,30,-1.952351,0,-1.916867,0.110159
31,31,-1.916867,1,-1.926321,0.094526
31,32,-1.926321,1,-1.934450,0.082767
31,33,-1.934450,1,-1.941529,0.073728
31,34,-1.941529,1,-1.947875,0.067029
31,35,-1.947875,1,-1.953667,0.062028
31,36,-1.953667,1,-1.958949,0.058135
31,37,-1.958949,1,-1.963888,0.055152
31,38,-1.963888,1,-1.968473,0.052743
31,39,-1.968473,1,-1.972831,0.050815
31,40,-1.972831,1,-1.976928,0.049181
32,1,-1.000000,1,-1.356632,1.241629
32,2,-1.356632,1,-1.677173,1.147428
32,3,-1.677173,1,-1.955802,1.037306
32,4,-1.955802,1,-2.194634,0.924403
32,5,-2.194634,1,-2.397219,0.814421
32,6,-2.397219,0,-1.694514,0.824371
32,7,-1.694514,1,-1.861512,0.682553
32,8,-1.861512,1,-1.982835,0.559974
32,9,-1.982835,0,-1.468560,0.764442
32,10,-1.468560,1,-1.619742,0.618754
32,11,-1.619742,1,-1.723067,0.493784
32,12,-1.723067,1,-1.794174,0.395002
32,13,-1.794174,1,-1.845143,0.320063
32,14,-1.845143,1,-1.884041,0.265329
32,15,-1.884041,1,-1.914976,0.224096
32,16,-1.914976,1,-1.940820,0.194337
32,17,-1.940820,1,-1.963528,0.173982
32,18,-1.963528,1,-1.984021,0.160425
32,19,-1.984021,1,-2.003154,0.152326
32,20,-2.003154,1,-2.021591,0.148525
32,21,-2.021591,1,-2.039879,0.148081
32,22,-2.039879,1,-2.058500,0.150263
32,23,-2.058500,1,-2.077893,0.154493
32,24,-2.077893,1,-2.098461,0.160280
32,25,-2.098461,1,-2.120544,0.167142
32,26,-2.120544,0,-2.030322,0.089638
32,27,-2.030322,0,-1.985014,0.089168
32,28,-1.985014,1,-1.994508,0.082102
32,29,-1.994508,1,-2.003055,0.076451
32,30,-2.003055,1,-2.010940,0.072065
32,31,-2.010940,0,-1.977240,0.077683
32,32,-1.977240,0,-1.942625,0.091431
32,33,-1.942625,1,-1.951287,0.081676
32,34,-1.951287,1,-1.959036,0.074309
32,35,-1.959036,1,-1.966077,0.068703
32,36,-1.966077,1,-1.972556,0.064378
32,37,-1.972556,0,-1.944842,0.072536
32,38,-1.944842,0,-1.913404,0.089099
32,39,-1.913404,0,-1.876259,0.120615
32,40,-1.876259,1,-1.886371,0.102293
33,1,-1.000000,1,-1.356632,1.241629
33,2,-1.356632,1,-1.677173,1.147428
33,3,-1.677173,1,-1.955802,1.037306
33,4,-1.955802,1,-2.194634,0.924403
33,5,-2.194634,0,-1.371991,0.887522
33,6,-1.371991,1,-1.566999,0.745941
33,7,-1.566999,1,-1.709634,0.617506
33,8,-1.709634,1,-1.814317,0.511488
33,9,-1.814317,1,-1.893180,0.428550
33,10,-1.893180,1,-1.955140,0.366922
33,11,-1.955140,1,-2.006415,0.324192
33,12,-2.006415,1,-2.050492,0.296009
33,13,-2.050492,1,-2.089824,0.279655
33,14,-2.089824,1,-2.126690,0.273808
33,15,-2.126690,1,-2.163147,0.277209
33,16,-2.163147,1,-2.200315,0.287251
33,17,-2.200315,1,-2.240986,0.304496
33,18,-2.240986,1,-2.287745,0.327837
33,19,-2.287745,1,-2.345083,0.356993
33,20,-2.345083,1,-2.418236,0.389249
33,21,-2.418236,0,-2.185589,0.135255
33,22,-2.185589,1,-2.202970,0.130273
33,23,-2.202970,1,-2.218980,0.127321
33,24,-2.218980,0,-2.153623,0.107927
33,25,-2.153623,0,-2.091932,0.127406
33,26,-2.091932,0,-2.021294,0.167270
33,27,-2.021294,0,-1.929130,0.239337
33,28,-1.929130,1,-1.955981,0.195579
33,29,-1.955981,1,-1.976956,0.162233
33,30,-1.976956,1,-1.993839,0.136576
33,31,-1.993839,1,-2.007720,0.116599
33,32,-2.007720,1,-2.019541,0.101684
33,33,-2.019541,1,-2.029778,0.090275
33,34,-2.029778,1,-2.038820,0.081592
33,35,-2.038820,0,-2.001880,0.098478
33,36,-2.001880,1,-2.011262,0.086868
33,37,-2.011262,1,-2.019507,0.078092
33,38,-2.019507,1,-2.026892,0.071450
33,39,-2.026892,1,-2.033613,0.066386
33,40,-2.033613,0,-2.004778,0.076486
34,1,-1.000000,1,-1.356632,1.241629
34,2,-1.356632,1,-1.677173,1.147428
34,3,-1.677173,1,-1.955802,1.037306
34,4,-1.955802,1,-2.194634,0.924403
34,5,-2.194634,0,-1.371991,0.887522
34,6,-1.371991,1,-1.566999,0.745941
34,7,-1.566999,1,-1.709634,0.617506
34,8,-1.709634,1,-1.814317,0.511488
34,9,-1.814317,1,-1.893180,0.428550
34,10,-1.893180,1,-1.955140,0.366922
34,11,-1.955140,1,-2.006415,0.324192
34,12,-2.006415,1,-2.050492,0.296009
34,13,-2.050492,1,-2.089824,0.279655
34,14,-2.089824,1,-2.126690,0.273808
34,15,-2.126690,1,-2.163147,0.277209
34,16,-2.163147,0,-2.032789,0.187420
34,17,-2.032789,1,-2.055195,0.161214
34,18,-2.055195,0,-1.968914,0.207526
34,19,-1.968914,1,-1.992239,0.172248
34,20,-1.992239,1,-2.010971,0.144965
34,21,-2.010971,1,-2.026474,0.124228
34,22,-2.026474,1,-2.039693,0.108674
34,23,-2.039693,1,-2.051142,0.096759
34,24,-2.051142,1,-2.061249,0.087725
34,25,-2.061249,1,-2.070330,0.080919
34,26,-2.070330,1,-2.078618,0.075806
34,27,-2.078618,1,-2.086287,0.071977
34,28,-2.086287,1,-2.093466,0.069130
34,29,-2.093466,0,-2.062316,0.070821
34,30,-2.062316,0,-2.030467,0.081341
34,31,-2.030467,0,-1.994835,0.102353
34,32,-1.994835,0,-1.948933,0.142730
34,33,-1.948933,1,-1.962003,0.119499
34,34,-1.962003,0,-1.910163,0.173476
34,35,-1.910163,1,-1.926070,0.142441
34,36,-1.926070,1,-1.938712,0.119077
34,37,-1.938712,1,-1.949083,0.101174
34,38,-1.949083,1,-1.957836,0.087620
34,39,-1.957836,0,-1.923314,0.117807
34,40,-1.923314,1,-1.933235,0.099637
35,1,-1.000000,1,-1.356632,1.241629
35,2,-1.356632,1,-1.677173,1.147428
35,3,-1.677173,1,-1.955802,1.037306
35,4,-1.955802,1,-2.194634,0.924403
35,5,-2.194634,1,-2.397219,0.814421
35,6,-2.397219,0,-1.694514,0.824371
35,7,-1.694514,1,-1.861512,0.682553
35,8,-1.861512,1,-1.982835,0.559974
35,9,-1.982835,1,-2.072013,0.461301
35,10,-2.072013,1,-2.139810,0.385528
35,11,-2.139810,1,-2.193613,0.329445
35,12,-2.193613,1,-2.237904,0.288866
35,13,-2.237904,0,-2.072337,0.336246
35,14,-2.072337,0,-1.834152,0.524464
35,15,-1.834152,1,-1.911025,0.411990
35,16,-1.911025,1,-1.963155,0.325707
35,17,-1.963155,0,-1.742906,0.528250
35,18,-1.742906,1,-1.819689,0.411708
35,19,-1.819689,1,-1.870079,0.322961
35,20,-1.870079,1,-1.904672,0.256451
35,21,-1.904672,1,-1.929738,0.206170
35,22,-1.929738,1,-1.948992,0.168984
35,23,-1.948992,1,-1.964541,0.141188
35,24,-1.964541,1,-1.977526,0.120158
35,25,-1.977526,1,-1.988899,0.105001
35,26,-1.988899,1,-1.999054,0.093848
35,27,-1.999054,1,-2.008322,0.085747
35,28,-2.008322,1,-2.016939,0.079917
35,29,-2.016939,1,-2.025072,0.075747
35,30,-2.025072,1,-2.032843,0.072780
35,31,-2.032843,1,-2.040180,0.070524
35,32,-2.040180,1,-2.047310,0.068943
35,33,-2.047310,1,-2.054294,0.067872
35,34,-2.054294,1,-2.061011,0.067053
35,35,-2.061011,0,-2.030932,0.060703
35,36,-2.030932,1,-2.036548,0.058890
35,37,-2.036548,1,-2.041979,0.057444
35,38,-2.041979,1,-2.047153,0.056197
35,39,-2.047153,0,-2.024859,0.055218
35,40,-2.024859,1,-2.029615,0.053570
36,1,-1.000000,1,-1.356632,1.241629
36,2,-1.356632,1,-1.677173,1.147428
36,3,-1.677173,1,-1.955802,1.037306
36,4,-1.955802,0,-1.022668,0.920733
36,5,-1.022668,1,-1.243175,0.792314
36,6,-1.243175,1,-1.407345,0.664640
36,7,-1.407345,1,-1.528574,0.555600
36,8,-1.528574,1,-1.619979,0.469044
36,9,-1.619979,1,-1.691387,0.403947
36,10,-1.691387,1,-1.749478,0.357738
36,11,-1.749478,1,-1.799050,0.328187
36,12,-1.799050,1,-1.843382,0.312592
36,13,-1.843382,1,-1.884687,0.308135
36,14,-1.884687,1,-1.925276,0.313581
36,15,-1.925276,1,-1.968533,0.329618
36,16,-1.968533,1,-2.016533,0.353548
36,17,-2.016533,1,-2.073942,0.385903
36,18,-2.073942,1,-2.145233,0.423774
36,19,-2.145233,0,-1.921985,0.146022
36,20,-1.921985,1,-1.940631,0.137224
36,21,-1.940631,1,-1.957568,0.131733
36,22,-1.957568,1,-1.973260,0.129148
36,23,-1.973260,1,-1.987784,0.128607
36,24,-1.987784,1,-2.001756,0.130507
36,25,-2.001756,1,-2.015169,0.134095
36,26,-2.015169,1,-2.028635,0.140013
36,27,-2.028635,1,-2.042108,0.147526
36,28,-2.042108,0,-1.985948,0.080904
36,29,-1.985948,1,-1.994845,0.077748
36,30,-1.994845,1,-2.002984,0.075190
36,31,-2.002984,1,-2.010618,0.073339
36,32,-2.010618,0,-1.977824,0.069713
36,33,-1.977824,1,-1.985046,0.066438
36,34,-1.985046,0,-1.955708,0.070123
36,35,-1.955708,1,-1.962924,0.066318
36,36,-1.962924,1,-1.969486,0.063043
36,37,-1.969486,1,-1.975583,0.060293
36,38,-1.975583,1,-1.981291,0.057954
36,39,-1.981291,1,-1.986588,0.055878
36,40,-1.986588,0,-1.964425,0.058238
37,1,-1.000000,1,-1.356632,1.241629
37,2,-1.356632,1,-1.677173,1.147428
37,3,-1.677173,1,-1.955802,1.037306
37,4,-1.955802,1,-2.194634,0.924403
37,5,-2.194634,1,-2.397219,0.814421
37,6,-2.397219,1,-2.569425,0.713176
37,7,-2.569425,1,-2.715078,0.620612
37,8,-2.715078,0,-2.195372,0.674091
37,9,-2.195372,0,-1.497166,0.857376
37,10,-1.497166,1,-1.679881,0.713090
37,11,-1.679881,1,-1.812169,0.583717
37,12,-1.812169,1,-1.908425,0.477092
37,13,-1.908425,1,-1.980675,0.393583
37,14,-1.980675,1,-2.036717,0.329150
37,15,-2.036717,1,-2.082094,0.281107
37,16,-2.082094,1,-2.119930,0.245259
37,17,-2.119930,1,-2.152903,0.220082
37,18,-2.152903,1,-2.182506,0.202983
37,19,-2.182506,1,-2.210168,0.192615
37,20,-2.210168,1,-2.237088,0.187689
37,21,-2.237088,1,-2.264324,0.187025
37,22,-2.264324,0,-2.158191,0.135571
37,23,-2.158191,1,-2.174148,0.120523
37,24,-2.174148,1,-2.188050,0.109025
37,25,-2.188050,0,-2.131925,0.125639
37,26,-2.131925,1,-2.145527,0.109497
37,27,-2.145527,0,-2.092473,0.140715
37,28,-2.092473,1,-2.106923,0.119755
37,29,-2.106923,1,-2.119126,0.104006
37,30,-2.119126,1,-2.129614,0.091897
37,31,-2.129614,0,-2.087228,0.117073
37,32,-2.087228,1,-2.098556,0.101124
37,33,-2.098556,1,-2.108253,0.088932
37,34,-2.108253,1,-2.116736,0.079669
37,35,-2.116736,0,-2.082894,0.098702
37,36,-2.082894,1,-2.091945,0.086374
37,37,-2.091945,1,-2.099834,0.077084
37,38,-2.099834,0,-2.067558,0.097009
37,39,-2.067558,1,-2.076198,0.084806
37,40,-2.076198,1,-2.083735,0.075600
38,1,-1.000000,1,-1.356632,1.241629
38,2,-1.356632,1,-1.677173,1.147428
38,3,-1.677173,1,-1.955802,1.037306
38,4,-1.955802,1,-2.194634,0.924403
38,5,-2.194634,0,-1.371991,0.887522
38,6,-1.371991,1,-1.566999,0.745941
38,7,-1.566999,1,-1.709634,0.617506
38,8,-1.709634,1,-1.814317,0.511488
38,9,-1.814317,1,-1.893180,0.428550
38,10,-1.893180,1,-1.955140,0.366922
38,11,-1.955140,1,-2.006415,0.324192
38,12,-2.006415,1,-2.050492,0.296009
38,13,-2.050492,0,-1.888653,0.306272
38,14,-1.888653,1,-1.926293,0.250158
38,15,-1.926293,1,-1.955461,0.207751
38,16,-1.955461,1,-1.978892,0.175901
38,17,-1.978892,0,-1.887409,0.240273
38,18,-1.887409,1,-1.913114,0.195805
38,19,-1.913114,1,-1.933016,0.161488
38,20,-1.933016,1,-1.949005,0.135524
38,21,-1.949005,1,-1.962347,0.116188
38,22,-1.962347,1,-1.973734,0.101549
38,23,-1.973734,1,-1.983691,0.090626
38,24,-1.983691,0,-1.941536,0.112585
38,25,-1.941536,1,-1.951873,0.097294
38,26,-1.951873,1,-1.960822,0.085816
38,27,-1.960822,0,-1.923991,0.110459
38,28,-1.923991,1,-1.933613,0.094794
38,29,-1.933613,1,-1.941888,0.083084
38,30,-1.941888,1,-1.949185,0.074382
38,31,-1.949185,1,-1.955757,0.067911
38,32,-1.955757,1,-1.961776,0.063064
38,33,-1.961776,1,-1.967283,0.059270
38,34,-1.967283,1,-1.972443,0.056354
38,35,-1.972443,0,-1.950072,0.061526
38,36,-1.950072,1,-1.955288,0.057659
38,37,-1.955288,1,-1.960164,0.054696
38,38,-1.960164,1,-1.964698,0.052300
38,39,-1.964698,1,-1.968933,0.050326
38,40,-1.968933,1,-1.972982,0.048713
39,1,-1.000000,1,-1.356632,1.241629
39,2,-1.356632,1,-1.677173,1.147428
39,3,-1.677173,1,-1.955802,1.037306
39,4,-1.955802,1,-2.194634,0.924403
39,5,-2.194634,1,-2.397219,0.814421
39,6,-2.397219,1,-2.569425,0.713176
39,7,-2.569425,1,-2.715078,0.620612
39,8,-2.715078,0,-2.195372,0.674091
39,9,-2.195372,1,-2.317303,0.552613
39,10,-2.317303,1,-2.406757,0.451863
39,11,-2.406757,0,-2.043242,0.634722
39,12,-2.043242,1,-2.150860,0.506629
39,13,-2.150860,1,-2.225156,0.403202
39,14,-2.225156,1,-2.277702,0.324139
39,15,-2.277702,1,-2.316424,0.264024
39,16,-2.316424,1,-2.346433,0.219084
39,17,-2.346433,0,-2.231536,0.309354
39,18,-2.231536,1,-2.265172,0.246658
39,19,-2.265172,0,-2.137466,0.385514
39,20,-2.137466,1,-2.182933,0.302545
39,21,-2.182933,1,-2.214027,0.239514
39,22,-2.214027,0,-2.089269,0.391673
39,23,-2.089269,0,-1.767454,0.676121
39,24,-1.767454,1,-1.887215,0.535840
39,25,-1.887215,1,-1.966962,0.419986
39,26,-1.966962,1,-2.020148,0.330149
39,27,-2.020148,1,-2.056689,0.261768
39,28,-2.056689,1,-2.082985,0.210604
39,29,-2.082985,1,-2.102800,0.171357
39,30,-2.102800,1,-2.118407,0.141824
39,31,-2.118407,1,-2.131270,0.119937
39,32,-2.131270,0,-2.079543,0.169085
39,33,-2.079543,1,-2.094005,0.139015
39,34,-2.094005,0,-2.036038,0.210742
39,35,-2.036038,1,-2.054196,0.170069
39,36,-2.054196,0,-1.982380,0.270217
39,37,-1.982380,1,-2.007412,0.213636
39,38,-2.007412,1,-2.025353,0.171644
39,39,-2.025353,1,-2.038946,0.140087
39,40,-2.038946,1,-2.049724,0.115983
40,1,-1.000000,1,-1.356632,1.241629
40,2,-1.356632,1,-1.677173,1.147428
40,3,-1.677173,1,-1.955802,1.037306
40,4,-1.955802,1,-2.194634,0.924403
40,5,-2.194634,0,-1.371991,0.887522
40,6,-1.371991,1,-1.566999,0.745941
40,7,-1.566999,1,-1.709634,0.617506
40,8,-1.709634,1,-1.814317,0.511488
40,9,-1.814317,1,-1.893180,0.428550
40,10,-1.893180,1,-1.955140,0.366922
40,11,-1.955140,1,-2.006415,0.324192
40,12,-2.006415,1,-2.050492,0.296009
40,13,-2.050492,1,-2.089824,0.279655
40,14,-2.089824,0,-1.946858,0.255040
40,15,-1.946858,1,-1.977570,0.211846
40,16,-1.977570,1,-2.002156,0.179025
40,17,-2.002156,1,-2.022338,0.154164
40,18,-2.022338,1,-2.039412,0.135991
40,19,-2.039412,1,-2.054310,0.123296
40,20,-2.054310,1,-2.067466,0.114550
40,21,-2.067466,1,-2.079553,0.109492
40,22,-2.079553,1,-2.090724,0.107004
40,23,-2.090724,1,-2.101227,0.106646
40,24,-2.101227,1,-2.111269,0.108098
40,25,-2.111269,1,-2.121029,0.111153
40,26,-2.121029,1,-2.130670,0.115695
40,27,-2.130670,1,-2.140352,0.121685
40,28,-2.140352,1,-2.150243,0.129138
40,29,-2.150243,1,-2.160527,0.138111
40,30,-2.160527,1,-2.171416,0.148691
40,31,-2.171416,1,-2.183160,0.160981
40,32,-2.183160,0,-2.132845,0.065190
40,33,-2.132845,1,-2.138725,0.064653
40,34,-2.138725,1,-2.144444,0.064558
40,35,-2.144444,1,-2.149915,0.064738
40,36,-2.149915,1,-2.155294,0.065386
40,37,-2.155294,0,-2.132397,0.054459
40,38,-2.132397,1,-2.137131,0.053260
40,39,-2.137131,0,-2.116826,0.053033
40,40,-2.116826,1,-2.121407,0.051656
41,1,-1.000000,1,-1.356632,1.241629
41,2,-1.356632,1,-1.677173,1.147428
41,3,-1.677173,1,-1.955802,1.037306
41,4,-1.955802,1,-2.194634,0.924403
41,5,-2.194634,1,-2.397219,0.814421
41,6,-2.397219,1,-2.569425,0.713176
41,7,-2.569425,0,-1.960852,0.751976
41,8,-1.960852,1,-2.103899,0.618171
41,9,-2.103899,1,-2.207861,0.505169
41,10,-2.207861,0,-1.778830,0.702003
41,11,-1.778830,1,-1.906153,0.562643
41,12,-1.906153,1,-1.993351,0.447799
41,13,-1.993351,1,-2.053816,0.357901
41,14,-2.053816,1,-2.097589,0.290010
41,15,-2.097589,1,-2.131199,0.240085
41,16,-2.131199,1,-2.158217,0.202852
41,17,-2.158217,1,-2.181079,0.176118
41,18,-2.181079,1,-2.201062,0.157080
41,19,-2.201062,0,-2.120687,0.184081
41,20,-2.120687,1,-2.138711,0.153129
41,21,-2.138711,1,-2.153635,0.130018
41,22,-2.153635,1,-2.166304,0.112526
41,23,-2.166304,1,-2.177509,0.099914
41,24,-2.177509,0,-2.132439,0.124300
41,25,-2.132439,1,-2.143645,0.106242
41,26,-2.143645,0,-2.097260,0.147032
41,27,-2.097260,1,-2.109764,0.122589
41,28,-2.109764,1,-2.120137,0.104044
41,29,-2.120137,1,-2.129011,0.090155
41,30,-2.129011,1,-2.136812,0.079846
41,31,-2.136812,1,-2.143826,0.072222
41,32,-2.143826,1,-2.150150,0.066398
41,33,-2.150150,0,-2.123348,0.077962
41,34,-2.123348,1,-2.129840,0.070033
41,35,-2.129840,1,-2.135753,0.064203
41,36,-2.135753,1,-2.141222,0.059874
41,37,-2.141222,0,-2.117938,0.068819
41,38,-2.117938,0,-2.092617,0.086512
41,39,-2.092617,1,-2.099264,0.075495
41,40,-2.099264,1,-2.105171,0.067420
42,1,-1.000000,1,-1.356632,1.241629
42,2,-1.356632,1,-1.677173,1.147428
42,3,-1.677173,1,-1.955802,1.037306
42,4,-1.955802,1,-2.194634,0.924403
42,5,-2.194634,0,-1.371991,0.887522
42,6,-1.371991,1,-1.566999,0.745941
42,7,-1.566999,1,-1.709634,0.617506
42,8,-1.709634,1,-1.814317,0.511488
42,9,-1.814317,1,-1.893180,0.428550
42,10,-1.893180,1,-1.955140,0.366922
42,11,-1.955140,1,-2.006415,0.324192
42,12,-2.006415,1,-2.050492,0.296009
42,13,-2.050492,1,-2.089824,0.279655
42,14,-2.089824,1,-2.126690,0.273808
42,15,-2.126690,1,-2.163147,0.277209
42,16,-2.163147,0,-2.032789,0.187420
42,17,-2.032789,1,-2.055195,0.161214
42,18,-2.055195,0,-1.968914,0.207526
42,19,-1.968914,1,-1.992239,0.172248
42,20,-1.992239,1,-2.010971,0.144965
42,21,-2.010971,1,-2.026474,0.124228
42,22,-2.026474,1,-2.039693,0.108674
42,23,-2.039693,1,-2.051142,0.096759
42,24,-2.051142,1,-2.061249,0.087725
42,25,-2.061249,0,-2.019205,0.104216
42,26,-2.019205,1,-2.029534,0.091863
42,27,-2.029534,1,-2.038584,0.082466
42,28,-2.038584,1,-2.046665,0.075328
42,29,-2.046665,1,-2.053998,0.069878
42,30,-2.053998,0,-2.022530,0.080403
42,31,-2.022530,0,-1.987185,0.101745
42,32,-1.987185,1,-1.996474,0.088708
42,33,-1.996474,1,-2.004541,0.078837
42,34,-2.004541,1,-2.011607,0.071172
42,35,-2.011607,1,-2.017967,0.065404
42,36,-2.017967,1,-2.023781,0.061014
42,37,-2.023781,1,-2.029087,0.057522
42,38,-2.029087,1,-2.034046,0.054785
42,39,-2.034046,1,-2.038647,0.052524
42,40,-2.038647,1,-2.043016,0.050678
43,1,-1.000000,1,-1.356632,1.241629
43,2,-1.356632,1,-1.677173,1.147428
43,3,-1.677173,1,-1.955802,1.037306
43,4,-1.955802,1,-2.194634,0.924403
43,5,-2.194634,1,-2.397219,0.814421
43,6,-2.397219,0,-1.694514,0.824371
43,7,-1.694514,1,-1.861512,0.682553
43,8,-1.861512,1,-1.982835,0.559974
43,9,-1.982835,1,-2.072013,0.461301
43,10,-2.072013,1,-2.139810,0.385528
43,11,-2.139810,1,-2.193613,0.329445
43,12,-2.193613,1,-2.237904,0.288866
43,13,-2.237904,1,-2.276309,0.262183
43,14,-2.276309,0,-2.135352,0.276695
43,15,-2.135352,1,-2.168154,0.227328
43,16,-2.168154,1,-2.193928,0.189536
43,17,-2.193928,1,-2.214757,0.160648
43,18,-2.214757,0,-2.129625,0.220350
43,19,-2.129625,1,-2.152466,0.180314
43,20,-2.152466,1,-2.170437,0.149668
43,21,-2.170437,0,-2.099636,0.216948
43,22,-2.099636,0,-1.989352,0.340613
43,23,-1.989352,1,-2.027695,0.269085
43,24,-2.027695,1,-2.054779,0.215240
43,25,-2.054779,1,-2.074761,0.173824
43,26,-2.074761,1,-2.090145,0.142574
43,27,-2.090145,0,-2.030308,0.213062
43,28,-2.030308,0,-1.930005,0.342544
43,29,-1.930005,1,-1.967079,0.268783
43,30,-1.967079,1,-1.992633,0.213771
43,31,-1.992633,1,-2.011180,0.171745
43,32,-2.011180,1,-2.025282,0.140180
43,33,-2.025282,1,-2.036540,0.116766
43,34,-2.036540,1,-2.045883,0.099054
43,35,-2.045883,1,-2.053892,0.085820
43,36,-2.053892,1,-2.060867,0.075741
43,37,-2.060867,1,-2.067137,0.068374
43,38,-2.067137,1,-2.072884,0.062977
43,39,-2.072884,1,-2.078150,0.058861
43,40,-2.078150,0,-2.055944,0.066649
44,1,-1.000000,1,-1.356632,1.241629
44,2,-1.356632,1,-1.677173,1.147428
44,3,-1.677173,1,-1.955802,1.037306
44,4,-1.955802,0,-1.022668,0.920733
44,5,-1.022668,1,-1.243175,0.792314
44,6,-1.243175,1,-1.407345,0.664640
44,7,-1.407345,1,-1.528574,0.555600
44,8,-1.528574,1,-1.619979,0.469044
44,9,-1.619979,1,-1.691387,0.403947
44,10,-1.691387,1,-1.749478,0.357738
44,11,-1.749478,1,-1.799050,0.328187
44,12,-1.799050,1,-1.843382,0.312592
44,13,-1.843382,1,-1.884687,0.308135
44,14,-1.884687,1,-1.925276,0.313581
44,15,-1.925276,1,-1.968533,0.329618
44,16,-1.968533,1,-2.016533,0.353548
44,17,-2.016533,0,-1.859104,0.159893
44,18,-1.859104,1,-1.879149,0.143758
44,19,-1.879149,1,-1.896676,0.132244
44,20,-1.896676,1,-1.912334,0.124644
44,21,-1.912334,1,-1.926376,0.119877
44,22,-1.926376,1,-1.939411,0.118054
44,23,-1.939411,1,-1.951534,0.118330
44,24,-1.951534,1,-1.962983,0.120478
44,25,-1.962983,1,-1.973972,0.124344
44,26,-1.973972,0,-1.926918,0.081337
44,27,-1.926918,1,-1.935723,0.076998
44,28,-1.935723,1,-1.943838,0.073644
44,29,-1.943838,1,-1.951262,0.070942
44,30,-1.951262,1,-1.958216,0.068950
44,31,-1.958216,1,-1.964787,0.067585
44,32,-1.964787,1,-1.970923,0.066634
44,33,-1.970923,1,-1.976803,0.066239
44,34,-1.976803,0,-1.951926,0.059394
44,35,-1.951926,1,-1.957420,0.057374
44,36,-1.957420,1,-1.962639,0.055654
44,37,-1.962639,1,-1.967538,0.054118
44,38,-1.967538,1,-1.972236,0.052805
44,39,-1.972236,1,-1.976681,0.051626
44,40,-1.976681,0,-1.957740,0.051718
45,1,-1.000000,1,-1.356632,1.241629
45,2,-1.356632,1,-1.677173,1.147428
45,3,-1.677173,1,-1.955802,1.037306
45,4,-1.955802,1,-2.194634,0.924403
45,5,-2.194634,0,-1.371991,0.887522
45,6,-1.371991,1,-1.566999,0.745941
45,7,-1.566999,1,-1.709634,0.617506
45,8,-1.709634,1,-1.814317,0.511488
45,9,-1.814317,1,-1.893180,0.428550
45,10,-1.893180,1,-1.955140,0.366922
45,11,-1.955140,1,-2.006415,0.324192
45,12,-2.006415,1,-2.050492,0.296009
45,13,-2.050492,1,-2.089824,0.279655
45,14,-2.089824,0,-1.946858,0.255040
45,15,-1.946858,1,-1.977570,0.211846
45,16,-1.977570,0,-1.858321,0.299912
45,17,-1.858321,1,-1.893285,0.241736
45,18,-1.893285,1,-1.919497,0.196881
45,19,-1.919497,1,-1.939979,0.163102
45,20,-1.939979,1,-1.956555,0.137442
45,21,-1.956555,1,-1.970461,0.118259
45,22,-1.970461,0,-1.914663,0.159260
45,23,-1.914663,1,-1.929670,0.132547
45,24,-1.929670,1,-1.942041,0.112654
45,25,-1.942041,1,-1.952507,0.097567
45,26,-1.952507,1,-1.961593,0.086250
45,27,-1.961593,1,-1.969664,0.077809
45,28,-1.969664,1,-1.976974,0.071511
45,29,-1.976974,1,-1.983700,0.066780
45,30,-1.983700,1,-1.989866,0.063059
45,31,-1.989866,0,-1.963499,0.068785
45,32,-1.963499,1,-1.969624,0.063826
45,33,-1.969624,1,-1.975302,0.060068
45,34,-1.975302,1,-1.980624,0.057164
45,35,-1.980624,1,-1.985579,0.054792
45,36,-1.985579,0,-1.964951,0.058125
45,37,-1.964951,1,-1.969859,0.055137
45,38,-1.969859,0,-1.948772,0.060417
45,39,-1.948772,1,-1.953837,0.056642
45,40,-1.953837,1,-1.958500,0.053659
46,1,-1.000000,1,-1.356632,1.241629
46,2,-1.356632,1,-1.677173,1.147428
46,3,-1.677173,1,-1.955802,1.037306
46,4,-1.955802,1,-2.194634,0.924403
46,5,-2.194634,1,-2.397219,0.814421
46,6,-2.397219,0,-1.694514,0.824371
46,7,-1.694514,1,-1.861512,0.682553
46,8,-1.861512,1,-1.982835,0.559974
46,9,-1.982835,1,-2.072013,0.461301
46,10,-2.072013,0,-1.709744,0.632352
46,11,-1.709744,1,-1.815762,0.501710
46,12,-1.815762,1,-1.887578,0.398597
46,13,-1.887578,1,-1.937986,0.320099
46,14,-1.937986,1,-1.975273,0.261284
46,15,-1.975273,1,-2.004457,0.217861
46,16,-2.004457,1,-2.028138,0.185102
46,17,-2.028138,0,-1.935497,0.245386
46,18,-1.935497,1,-1.959925,0.199191
